id,title,intersection,severity,collision_type,vehicle_hitting,vehicle_hitted,multiple_vehicle,location,state,date,time,killed,injured,pedestrian_involved
bbab6df161b7a40b77dc2a41fbefa854,"9 killed after SUV, truck collide heads-on in Bengal",Highway,Fatal,Head On,truck,car,Yes,"NH-18 in Namshol village, Balarampur",West Bengal,NA,morning,9,0,No
a2c9dd1d342ebbd242f5510cae1cbdb5,"Patna police woman constable killed, 3 other cops injured as speeding car hits them: Report",NA,Fatal,Hit and run,car,pedestrian,Yes,"Atal Path, SK Puri police station area, Patna",Bihar,NA,night,1,3,Yes
3dad6b85afbda937c42cfaafd1764531,Pune: Woman riding pillion on scooter crushed to death by truck at traffic junction,Signalized,Fatal,Rear end,truck,scooter,Yes,"Gangadham Chowk, Market Yard, Pune",Maharashtra,NA,morning,1,1,No
ea8b5347fdb74a3eae0737649a7d2826,"Country musician Conner Smith fatally hit pedestrian with truck. No charges now, but probe ongoing",Unsignalized,Fatal,Single vehicle collision,truck,pedestrian,No,"3rd Avenue North near Van Buren Street, Nashville",Tennessee,NA,evening,1,0,Yes
09d36a8fed85816549990f18fb502e6e,Three decomposing bodies found in car fallen in nullah in Shahapur,Highway,Fatal,Single vehicle collision,car,NA,No,"Umbermali village, Mumbai-Nashik highway",Maharashtra,NA,night,3,0,no
558b72ad711c7448e378a81fc7a108a3,Narrow escape for Odisha minister after his vehicle collides with truck,Unsignalized,Property damage,Head On,truck,car,Yes,"Sandhapur Square on the Banki Main Road, Barang",Odisha,NA,morning,0,0,No
a6db5b0a9e38dafb3bb79d7642a68713,Two trucks catch fire after collision on expressway near Ahmedabad,Highway,Non - fatal,Rear end,truck,truck,yes,National Expressway 1,Gujarat,NA,night,0,1,no
1feccae58a21f9ef9b16cc77b610d4fc,"Nine killed, two injured as truck overturns on van in Madhya Pradesh's Jhabua",Level crossing,Fatal,NA,truck,van,Yes,"Sanjeli railway crossing, Meghnagar tehsil, Jhabua district",Madhya Pradesh,NA,night,9,2,No
0e83fad61698ed9d570d78697aafe73e,UP couple returning after distributing son's wedding card dies in road crash,NA,Fatal,Hit and run,NA,motorcycle,Yes,"Nagina-Dhampur road, Bijnor",Uttar Pradesh,NA,night,2,0,No
318493ca2a3ce190ffe6a8da0e2a5a86,Man cheats death in bridge accident that looks straight out of a movie: ‘Tom Cruise’s stunt double’,Bridge/Flyover,Property damage,Side swipe,van,motorcycle,Yes,Bridge,NA,NA,NA,0,0,No
12c0cdbf6479fc1ce10f1ce421931f4c,Six police personnel injured as vehicle falls into gorge,Bridge/Flyover,Non - fatal,Single vehicle collision,NA,NA,NA,"Weak bridge Uroosa Uri, near Line of Control",Jammu and Kashmir,NA,NA,0,6,NA
be27542b84cb1ea1dcc4d77c33416519,Chandigarh: Scooterist dies 12 days after being hit by SUV,Signalized,Fatal,Rear end,car,scooter,Yes,"Sector 39/40 light point, Chandigarh",Chandigarh,,NA,1,0,No
ce6c0829cbde23886d3e483083781082,Driver killed as taxi falls into Mandi gorge,NA,Fatal,Single vehicle collision,Car,NA,NA,"Sarachi, Seraj area, Mandi district",Himachal Pradesh,NA,night,1,0,No
4c233a522539ec38657650b4c96664c3,ASI killed in high-speed car collision in Panchkula,Unsignalized,Fatal,Hit and run,car,car,Yes,"Sector 26/27 dividing road, Panchkula",Haryana,NA,night,1,0,No
c4f11b20caad4c94b0b35484e4b8da02,Three killed after bike collides with parked truck in Kaushambi,Highway,Fatal,Rear end,motorcycle,truck,Yes,"Ajuha Kaini, Kaushambi district",Uttar Pradesh,NA,morning,3,0,No
8e997270ee1356f8bfd87a1849bdf939,Speeding truck mows down people assisting accident victims in Rajasthan,NA,Fatal,Single vehicle collision,truck,pedestrian,yes,"Sabla, Dungarpur district",Rajasthan,NA,night,4,8,yes
4e223c5014d31a2168b4e054771f71bc,"Caught on cam: Man runs SUV over security guard in Delhi, arrested",Bridge/Flyover,Non - fatal,Hit and run,car,pedestrian,No,Mahipalpur flyover,Delhi,NA,evening,0,1,Yes
9b4823ea23a9a042f6f1036fad1bdee3,UP: Road death victim found killed for ₹50 lakh insurance in Sambhal; 4 nabbed,Unsignalized,Fatal,Hit and run,car,pedestrian,No,"Sainik Chauraha, Chandausi",Uttar Pradesh,2024-08-01,night,1,0,Yes
415118f61db3bab6ba98971d5f976e5f,John Elway was drunk before golf cart accident? New party photos spark fresh concerns,NA,Fatal,Single vehicle collision,NA,NA,No,"The Madison Club, La Quinta",California,NA,NA,1,0,NA
38288224b87ebdb02119d324358d9ed1,"Jeff Sperbeck, John Elway’s longtime agent, dies after tragic golf cart accident",NA,Fatal,Single vehicle collision,car,NA,No,La Quinta,California,NA,NA,1,0,No
f8ba2448d432d7e98893dd14d11bab24,Accident near University of Delaware shuts down East Main Street in Newark,Signalized,Non - fatal,Single vehicle collision,car,pedestrian,no,East Main Street and South Chapel Street,Delaware,NA,evening,0,NA,yes
45c1d3d876a3247dc0a368323e42b263,Kai-Ji Adam Lo: Vancouver car-ramming suspect called police a day prior; details revealed,NA,Fatal,Single vehicle collision,car,pedestrian,no,Lapu Lapu festival,British Columbia,NA,NA,11,10,Yes
9cd6b52b0540eda6807215a509509a5c,Jagmeet Singh ‘horrified’ after Lapu Lapu car-ramming incident days before Canada election,Unsignalized,Fatal,Single vehicle collision,car,pedestrian,No,"E. 41st Avenue and Fraser, Vancouver",British Columbia,26-04-2025,night,NA,NA,Yes
edc48aecfb6a8301e001a0dc023bbb7b,"Private bus hits flyover pillar in Maharashtra's Bhiwandi, 1 killed",Bridge/Flyover,Fatal,Single vehicle collision,bus,NA,No,Mumbai-Nashik highway in Bhiwandi,Maharashtra,NA,NA,1,10,No
17b0349c0b0aa3a107f7f1c1d9c8aef8,27-year-old man dies after his car gets crushed between two trucks on Mumbra bypass road,NA,Fatal,Rear end,truck,car,Yes,Mumbra Bypass Road,Maharashtra,"April 22, 2025",night,1,0,No
01bec35138f5c134915a738a91e78157,"8 dead, 6 injured as SUV plunges off bridge in Madhya Pradesh",Bridge/Flyover,Fatal,Single vehicle collision,car,NA,no,"Simri village, under the Nohata police station area",Madhya Pradesh,22-04-2025,morning,8,6,NA
d547591f25d988f94e8a2cd91324a7ac,"Punjab: 3-year-old mowed down by speeding SUV in Jalandhar, accused arrested",Unsignalized,Fatal,Single vehicle collision,car,pedestrian,No,"Kishanpura chowk, Jalandhar",Punjab,NA,NA,1,0,Yes
adf10ba6db1e687b28bb1ecf0080d7c1,Family of four killed after their car rams into stationery truck in UP's Fatehpur,Unsignalized,Fatal,Rear end,car,truck,yes,"Sujanipur crossing, Khaga, Fatehpur",Uttar Pradesh,NA,NA,4,2,No
64d873760b11dae2d434321849fabff2,"Bengaluru civic body truck driver, thrashed after boy’s death, dies in hospital weeks later: Report",NA,Fatal,Rear end,truck,motorcycle,Yes,"Thanisandra Main Road, North Bengaluru",Karnataka,2024-03-29,morning,2,0,No
fb47b8fb36429bb3d10b787fd6820b95,"All on Joey Broom, John Clark and Jeffrey Little, Major League Fishing boat crash victims",NA,Fatal,Single vehicle collision,car,NA,Yes,"Miller Flats area, Smith Lake",Alabama,NA,NA,3,1,No
c09a55f1c6589e9e8b3c1abc89480e75,Cab driver dies after mob thrashes him over string of accidents in Ahmedabad,NA,Fatal,NA,car,car,Yes,Juhapura,Gujarat,15-04-2025,night,1,0,NA
7173033257688b69e405ce777ef26a5a,Three injured in multiple vehicle collision in Lucknow,Highway,Non - fatal,Rear end,car,car,Yes,"Lucknow-Sitapur National Highway, Lucknow",Uttar Pradesh,15-04-2025,morning,0,3,No
0aada15732e2e4e9e2da831d8423fdd6,Pakistan: Truck-coach collision in Khyber Pakhtunkhwa leaves 10 dead and 8 injured,Highway,Fatal,Head On,truck,bus,Yes,Meetha Khel,Khyber Pakhtunkhwa,NA,NA,10,8,no
c6b4048ae1d50f899a073e333ab300d6,One killed after MSRTC hits bike at Hindmata Bridge,Bridge/Flyover,Fatal,Rear end,bus,motorcycle,Yes,"Hindmata Bridge, Dadar East, Mumbai",Maharashtra,2025-04-13,night,1,1,No
e467ee1eb1bdf15edb9b23bb53c1972a,Chinese car owner accepts 15 pancakes as compensation after food cart scratches his Range Rover,Unsignalized,Property damage,Side swipe,NA,car,No,Shenyang,NA,NA,morning,0,0,No
fe8a92f91c29b0d314ba31d87888e1e2,Two students killed in bike crash at Paud Phata flyover,Bridge/Flyover,Fatal,Single vehicle collision,motorcycle,NA,No,Swatantryaveer Savarkar flyover near Paud Phata in Kothrud,Maharashtra,31-03-2025,night,2,0,No
6828447c381fea9aa40012169c53df7d,Panjab University scholar among 3 killed in late-night Mohali crash,Signalized,Fatal,Single vehicle collision,car,NA,no,"Boothgarh light-point, Siswan road, Mohali",Punjab,NA,night,3,1,NA
a177ebe655b0da8803156613fe61c752,Woman dies after being run over by JCB at Thane dumping ground,NA,Fatal,Hit and run,NA,pedestrian,No,"CP Talav dumping ground, Wagle Estate, Thane",Maharashtra,NA,NA,1,0,Yes
00b013684e43b735cc48ba02556c9bbc,Noida police explains why it delayed adding Lamborghini crash driver's name to FIR,Unsignalized,Non - fatal,Single vehicle collision,car,pedestrian,NA,"Sector 94, Noida",Uttar Pradesh,2025-03-31,evening,0,2,Yes
24d3897416118c52bee70f2ee3f7013f,Was Noida Lamborghini speeding at 300 kmph? What initial investigation found in car crash,Roundabout,Non - fatal,Single vehicle collision,car,pedestrian,No,Noida Sector 94 roundabout,Uttar Pradesh,NA,NA,0,2,Yes
4cc2cd3ce527c841275301a200c5ae7f,"3 Gujarat policemen killed, cop injured in Haryana road accident",Unsignalized,Fatal,Hit and run,truck,car,Yes,"Dabwali-Chautala road, Sirsa district",Haryana,26-03-2025,morning,3,1,No
610e2acf48e730a8c6f739540656d5f6,Delivery person killed by car driving on wrong side of the road in LBS Road,Unsignalized,Fatal,Head On,car,motorcycle,yes,"LBS Road, Ghatkopar, Mumbai",Maharashtra,NA,afternoon,1,0,no
910c6569643ceea3258dd9f0d2e3a845,Telangana DSP killed as speeding bus runs over him in Rangareddy,Unsignalized,Fatal,Single vehicle collision,bus,pedestrian,No,"Hanuman temple, Laxma Reddy Pallem, Hayathnagar",Telangana,NA,morning,1,0,Yes
5fb1888b40e9034aae1f6b3b7695834b,Chandigarh: Porsche driver charged with culpable homicide,Unsignalized,Fatal,Rear end,car,scooter,Yes,road dividing Sector 4 and 9,Chandigarh,March 10,night,1,2,No
62cb27fe158dc4976a500806960338a6,Vadodara car crash accused seen drinking from bottle minutes before accident,Unsignalized,Fatal,NA,car,scooter,yes,Vadodara,Gujarat,NA,NA,1,4,yes
194709b33e4eb5342e90b91d0c1847ec,"10 IIT students injured as vehicle falls into gorge in Sikkim, condition of three serious",NA,Non - fatal,Single vehicle collision,car,NA,No,"Near Pakshep, Forest Dara",Sikkim,15-03-2025,night,0,11,No
1cbe146b4ea07fac95a87f983eb332a2,"Jodhpur: Former BJP MLA’s son dies in high-speed car crash, friend hurt",Roundabout,Fatal,Single vehicle collision,car,NA,No,"Nahar circle, Pal Road",Rajasthan,14-03-2025,night,1,1,No
f313a7c7e3d6f553df904c7663d8f58f,"Vadodara car crash: Accused Rakshit Chaurasia denies drunk driving, claims ‘lost control due to potholes’",Unsignalized,Fatal,NA,car,scooter,yes,"Muktanand cross roads, Karelibaug",Gujarat,NA,night,1,4,no
271a68b901e062ccc502dc8cc0746f90,"Woman killed, four injured as law student rams car into two-wheelers in Vadodara",Unsignalized,Fatal,NA,car,scooter,Yes,"Muktanand cross roads, Karelibaug",Gujarat,14-03-2025,night,1,4,No
b2a86bbb7930b96f02ebec2c3b3a58aa,"Three killed, three Injured in head-on collision of bikes in Shahjahanpur",Unsignalized,Fatal,Head On,motorcycle,motorcycle,Yes,"Mahanandpur village, Puwanya-Sindhauli road, Shahjahanpur district",Uttar Pradesh,12-03-2025,night,3,3,No
21eeae61e7946748ad0f17a3f305453d,"Three dead, 20 injured in bus-lorry collision in Andhra Pradesh's Eluru",Unsignalized,Fatal,Head On,bus,truck,yes,"Chodimellu village, Eluru",Andhra Pradesh,06-03-2025,night,3,20,no
6e2df77191374d211b2fe8196ebac62d,3 killed as three lorries crash in Chitradurga,Unsignalized,Fatal,Rear end,truck,truck,Yes,"NH-4, Chitradurga",Karnataka,NA,morning,3,0,No
e7233f471a3476d3c763e036f61b60db,"Car rams barricade at Singhu border, 1 dead",NA,Fatal,Single vehicle collision,car,NA,No,Singhu border,Delhi,NA,NA,1,3,No
e5a44c07255f0c0196b1cd6b48d3b938,"MP: Six people from Karnataka, returning from Mahakumbh, killed in road accident",Unsignalized,Fatal,Head On,car,bus,Yes,"Pehrawa, Jabalpur",Madhya Pradesh,NA,morning,6,2,No
7945cdd7e010e7885d04aabc246ccf87,Kharar man killed in truck-scooter collision in Mohali,Unsignalized,Fatal,Rear end,truck,scooter,Yes,Balongi,Punjab,21-02-2025,afternoon,1,0,No
fb5ec0b3f52118c846dc6d1ca13b348d,18-month-old child killed by speeding car being driven by 15-year-old in Delhi,Unsignalized,Fatal,Single vehicle collision,car,pedestrian,Yes,"Mukhmelpur village, Alipur",Delhi,NA,morning,1,0,Yes
afa61460db127793855fc974d3803eeb,4 Bengal residents killed in Dhanbad car crash en route to Maha Kumbh in Prayagraj,Unsignalized,Fatal,Rear end,car,truck,yes,"National Highway 2, Rajganj, Dhanbad district",Jharkhand,22-02-2025,night,4,4,NA
7dda2077fa073c34f335b16cab34af13,Maharashtra: 3 injured after SUV rams into victims in Thane housing complex,NA,Non - fatal,Single vehicle collision,car,pedestrian,No,Housing complex in the Kashimira area,Maharashtra,18-02-2025,morning,0,3,Yes
3217eb070f7798b22be210cacb4f7dbc,"Rajasthan: 5 dead, 3 injured in road accident while returning from Maha Kumbh Mela",Unsignalized,Fatal,Rear end,car,truck,Yes,Dausa bypass,Rajasthan,NA,NA,5,3,No
3780802e00bcb45ae089fc777f79ef61,UP: 4 members of family killed in Etah district road accident,NA,Fatal,Single vehicle collision,car,NA,No,"near Jarera village, Etah district",Uttar Pradesh,NA,night,4,5,No
a87075084c604aa38233cc5b1c011b4a,"3 women labourers, toddler killed as dumper truck falls on them in Gujarat's Banaskantha",Unsignalized,Fatal,Single vehicle collision,truck,pedestrian,No,Khengarpura village,Gujarat,NA,evening,4,0,Yes
67ab9c49e648384cfadf81b198529063,"44-yr-old Bicyclist hit by car on Gurugram road, dies",Unsignalized,Fatal,Single vehicle collision,car,bicycle,No,"Hamilton Court road, Sector 28, Gurugram",Haryana,NA,night,1,0,Yes
f95beed5f22a63d4a55d972bd3e18a3c,Indian-origin executive gets 25-year-jail term for drunk driving crash in New York that killed 2 teens,Unsignalized,Fatal,Head On,truck,car,Yes,"North Broadway, Jericho",New York,2023-05-03,NA,2,2,No
f58ae82cdba66fd44f51fafa48ae8dfc,Biker crushed to death as truck topples over on Gurugram road,Unsignalized,Fatal,Single vehicle collision,truck,motorcycle,Yes,"Pahad Colony, Sohna Valley, Sohna-Tauru Road",Haryana,NA,afternoon,1,0,No
a93befc7461fcf85d7f3fea596253e31,Six killed in two separate truck accidents in Madhya Pradesh,Unsignalized,Fatal,Head On,truck,truck,Yes,"NH-43, Umaria and Bhind districts, Madhya Pradesh",Madhya Pradesh,NA,morning,4,1,No
b83473bc35286de841db39de1ba336af,"Chhattisgarh: 3 teens skip school for tractor joyride, killed in accident",NA,Fatal,Single vehicle collision,tractor,NA,NA,"Near an agriculture college at Charra, Dhamtari district",Chhattisgarh,NA,NA,3,1,No
2428f8c40132c01c684a561e88591382,"Tesla tragedy: Woman killed as car flips, goes up in flames in Manhattan",Highway,Fatal,Single vehicle collision,car,NA,No,"FDR Drive near 70th Street, Upper East Side, Manhattan, NYC",NY,04-02-2025,night,1,1,No
1e87eb0e189e5b46acbb0a595667617c,Navi Mumbai: 45-year-old man killed by 2 riders in road rage,Unsignalized,Fatal,NA,motorcycle,motorcycle,Yes,"Belpada-Utsav Chowk road, Kharghar",Maharashtra,NA,night,1,0,No
04adcc23bc0cf9cc7387166ba03a9bf1,"Five pilgrims, travelling to Dwarka, killed as bus falls into gorge in Gujarat",NA,Fatal,Single vehicle collision,bus,NA,NA,Dang district,Gujarat,NA,morning,5,17,NA
f6e65f8d2bd27264de4b15fc75db0690,Maha Kumbh: 10 injured after van carrying devotees overturns in UP's Barabanki,NA,Non - fatal,Single vehicle collision,truck,NA,NA,"Safdarganj, Barabanki",Uttar Pradesh,NA,evening,0,10,NA
5c19991b36561396ae2d6eb13864afb1,"1 dead, 11 missing as cruiser plunges into Bhakra canal in Haryana's Fatehabad",NA,Fatal,Single vehicle collision,car,NA,No,"Sardarewala village, Ratia",Haryana,NA,night,1,2,No
14da1f8bd4c943de4fc50ef63af087a6,12 die as pick-up van collides with truck in Punjab’s Ferozepur,NA,Fatal,Head On,truck,car,yes,"Mohan Ke Uttar village, Ferozepur-Fazilka road",Punjab,NA,morning,12,14,no
2f9c87f1c4ea1e08afd3248064664fb5,Man hit by car on MG Road dies; driver on the run,NA,Fatal,Hit and run,car,pedestrian,No,"MG Road, Gurugram",Haryana,NA,evening,1,0,Yes
48d856df73d76812073333ce48ec11af,Angelina Jolie and Brad Pitt's son Pax met with another e-bike crash after six months,NA,Property damage,NA,motorcycle,car,NA,Hollywood,California,NA,morning,0,0,No
5772b78ab2660eb981242c661ed0e3ca,"Bihar: Truck driver, one other killed after vehicle catches fire",NA,Fatal,Single vehicle collision,truck,NA,No,"Koilwar police station area, Bhojpur district",Bihar,NA,morning,2,0,No
3e6960726e50e28edaff8d7e1bec649e,"Jalgaon accident: 12 passengers jump out fearing fire, run over by another train",NA,Fatal,NA,train,pedestrian,yes,"Paranda railway station,Pachora",Maharashtra,NA,evening,12,NA,yes
e723fc0fa2a5bae93fa65354b2c73306,Shocking CCTV video shows car plummeting from first floor of Pune apartment,NA,Property damage,Single vehicle collision,Car,NA,No,"Shubh Gateway Apartment in Viman Nagar, Pune",Maharashtra,NA,morning,0,0,No
a13d897d6af7a680b616b90bb1af58bf,"Gurugram: Retired army colonel runs over woman with his SUV in Ardee city, held",NA,Fatal,Single vehicle collision,Car,Pedestrian,Yes,"Ardee City, Sector 52, Gurugram",Haryana,NA,afternoon,1,0,Yes
1998b2f8a82b3f5df98ed74b4675985c,Himachal Pradesh: 2 brothers dead after cement-laden truck plunges into ravine in Shimla,NA,Fatal,Single vehicle collision,truck,NA,No,"Neen village,Bagipul Baiju, Dhami-Sunni link road",Himachal Pradesh,20-01-2025,morning,2,0,NA
0efeb914ce5e651d442db50c70db1b3d,"Speeding truck loses control in Shimla, crashes into multiple cars in shocking video",unsignalized,Property damage,Rear end,truck,car,yes,Shimla,Himachal Pradesh,NA,NA,0,0,NA
5fb823af02fc8727fa7c9546e020815e,"Fire breaks out in Navi Mumbai bus, close shave for 22 passengers",NA,Property damage,NA,NA,NA,NA,"Runwal Chowk, Manpada limits, Kalyan-Shilphata Road",Maharashtra,NA,morning,0,0,NA
89b2095312cbad5bd75d660377e20848,Mother-son duo run over by garbage truck in Kalyan,NA,Fatal,Single vehicle collision,truck,pedestrian,No,"Sri Dakshin Maruti Temple Square, Agra Road, Kalyan West",Maharashtra,NA,afternoon,2,0,Yes
0c5e35fded8ce3885fd1eaff1ecbde90,Two children among 3 killed as truck collides with motorcycle on Shikrapur-Chakan Road,NA,Fatal,Head On,truck,motorcycle,Yes,Shikrapur-Chakan Road,Maharashtra,NA,NA,3,0,No
ba216174c58cc42979a8f20cee26faea,"Odisha: 2 BJP leaders killed in car-truck collision, survivor suspects ‘deliberate attack’",Highway,Fatal,Rear end,truck,car,Yes,"Kantapalli Square on National Highway 53, Burla",Odisha,NA,night,2,4,No
89dc0bc67d380bff1b4dd5fc9452a1e7,"Mumbai: Trailer collides with parked vehicles in Dharavi, none injured",NA,Property damage,NA,NA,truck,yes,"Dharavi, Mumbai",Maharashtra,NA,morning,0,0,no
1b8500a3aaf8edaf3969d3dcadc62abf,"Caught on camera: Two women thrown off scooty, narrowly escape tragedy after hitting car",NA,Property damage,Crossing (90degree),motorcycle,car,No,NA,NA,NA,NA,0,0,No
d2e126562c2996bf46943f5c2b448006,"4 dead, one injured in collision with parked truck on Delhi-Haridwar highway",Highway,Fatal,Single vehicle collision,car,truck,Yes,"Bahadarabad police station area, near Ibrahimpur Cut",Uttarakhand,NA,night,4,1,No
39a54d5981673447b983a440dc93f00d,45 injured in bus crash on Delhi-Mumbai expressway due to heavy fog conditions,Highway,Non - fatal,Rear end,bus,truck,yes,"Lahdi Ka Bas, Delhi-Mumbai Expressway",Rajasthan,NA,morning,0,45,no
05337646edcabb02e9aa48b751c887a4,Road mishap claim three lives in Himachal’s Theog,NA,Fatal,Single vehicle collision,car,NA,No,"Theog, Shimla district",Himachal Pradesh,2025-12-31,night,3,0,No
d21c92d9f13395aa8cf4bfd8f056921e,Death toll rises to 71 in Southern Ethiopia road accident,NA,Fatal,Single vehicle collision,NA,NA,No,"Bona Zuria Woreda, Eastern Zone, Sidama",Sidama,NA,evening,71,2,NA
d66938497aad8c2cb7cd7d92cae8c77d,"Actor Urmila Kothare's car runs over labourers in Mumbai, 1 killed",NA,Fatal,Single vehicle collision,car,pedestrian,No,"Poisar Metro station, Kandivali East, Mumbai",Maharashtra,NA,night,1,3,Yes
09fe50aa72bddbf082f4ca72c60bc356,Delhi: 54-year-old dead in late night crash near Chanakyapuri,Signalized,Fatal,Crossing (90degree),car,van,Yes,"Sardar Patel Marg-Panchsheel Marg intersection, Chanakyapuri, Delhi",Delhi,NA,morning,1,2,No
6b8416da612808c194424efb1c981df6,Road rage caught on cam: Truck's reckless manoeuvre sends biker tumbling on mountain road,U-turn,Property damage,Side swipe,truck,motorcycle,No,mountainous road,NA,NA,NA,0,0,No
911c5b5cf2b90947052233fcbe9d273f,"Horrific Bengaluru accident that killed CEO, his family in Volvo sparks debate on road safety",Highway,Fatal,Crossing (90degree),truck,car,yes,"Nelamangala, Bengaluru",Karnataka,NA,NA,6,0,no
f7a96c9cc2e98ee2e1ecf1dd0f220e64,How heroic 20-year-old saved 30 burn victims of Jaipur LPG tanker blast,Highway,Fatal,Rear end,truck,truck,Yes,"Bhankrota area on Jaipur-Ajmer National Highway, Jaipur-Ajmer highway, Bhankrota area",Rajasthan,20-12-2024,morning,14,30,NA
4bf4ab04f17c98a27e231e03c38f0409,"4-year-old boy run over by speeding car in Mumbai, teen driver arrested",NA,Fatal,Single vehicle collision,car,pedestrian,no,"Wadala, Mumbai",Maharashtra,2024-12-21,NA,1,0,Yes
dfbfc81ebaf8be127fe8c513783152a4,"Caught on CCTV: Car flips 8 times on Rajasthan highway, passengers escape unhurt, ask for tea",Highway,Property damage,Single vehicle collision,car,NA,No,Nagaur district,Rajasthan,NA,NA,0,0,No
e18a44613a0712121ddaa94f8d975942,Jaipur gas tanker crash: CCTV shows fire sweeping nearby property moments after accident | Video,Highway,Fatal,NA,truck,NA,Yes,"Jaipur-Ajmer Highway near petrol pump,Bhankrota",Rajasthan,NA,morning,7,35,NA
eafd24d181a187f8187a9f54b7e8f708,"Ludhiana: Driver charred to death as truck overturns, catches fire",Bridge/Flyover,Fatal,Single vehicle collision,truck,NA,No,"Transport Nagar, Ludhiana",Punjab,NA,morning,1,0,No
069a13338c936f7b6d2ac910f6381ffa,"Gujarat: Bus accident in Bhavnagar kills 6, leaves 10 injured",Highway,Fatal,Rear end,bus,truck,Yes,near Trapaj village,Gujarat,NA,morning,6,10,No
