id,title,intersection,severity,collision_type,vehicle_hitting,vehicle_hitted,multiple_vehicle,location,state,date,time,killed,injured,reference,pedestrian_involved,confidence
a2c9dd1d342ebbd242f5510cae1cbdb5,"Patna police woman constable killed, 3 other cops injured as speeding car hits them: Report",NA,Fatal,Hit and run,car,pedestrian,Yes,"Atal Path, Patna",Bihar,NA,night,1,3,Times of India,Yes,high
3dad6b85afbda937c42cfaafd1764531,Pune: Woman riding pillion on scooter crushed to death by truck at traffic junction,Signalized,Fatal,Rear end,truck,scooter,Yes,"Gangadham Chowk, Market Yard, Pune",Maharashtra,NA,morning,1,1,Times of India,No,NA
ea8b5347fdb74a3eae0737649a7d2826,"Country musician Conner Smith fatally hit pedestrian with truck. No charges now, but probe ongoing",Unsignalized,Fatal,Crossing (90degree),truck,pedestrian,No,Nashville,Tennessee,NA,evening,1,0,Times of India,Yes,NA
09d36a8fed85816549990f18fb502e6e,Three decomposing bodies found in car fallen in nullah in Shahapur,Highway,Fatal,Single vehicle collision,NA,NA,NA,"Umbermali village, Mumbai-Nashik highway",Maharashtra,June 2,night,3,0,Times of India,NA,high
558b72ad711c7448e378a81fc7a108a3,Narrow escape for Odisha minister after his vehicle collides with truck,NA,Property damage,Head On,car,truck,Yes,"Barang, Cuttack district, Odisha",Odisha,NA,NA,0,0,Times of India,No,high
a6db5b0a9e38dafb3bb79d7642a68713,Two trucks catch fire after collision on expressway near Ahmedabad,NA,Non - fatal,Rear end,truck,truck,yes,National Expressway 1,Gujarat,NA,morning,0,1,Times of India,no,NA
1feccae58a21f9ef9b16cc77b610d4fc,"Nine killed, two injured as truck overturns on van in Madhya Pradesh's Jhabua",Bridge/Flyover,Fatal,NA,truck,van,Yes,"Sanjeli railway crossing, Meghnagar tehsil, Jhabua district",Madhya Pradesh,NA,night,9,2,Times of India,No,NA
0e83fad61698ed9d570d78697aafe73e,UP couple returning after distributing son's wedding card dies in road crash,NA,Fatal,NA,NA,motorcycle,Yes,Nagina-Dhampur road,Uttar Pradesh,NA,night,2,0,Times of India,No,high
318493ca2a3ce190ffe6a8da0e2a5a86,Man cheats death in bridge accident that looks straight out of a movie: ‘Tom Cruise’s stunt double’,Bridge/Flyover,Property damage,Side swipe,van,motorcycle,Yes,Bridge,NA,NA,NA,0,0,Times of India,No,high
12c0cdbf6479fc1ce10f1ce421931f4c,Six police personnel injured as vehicle falls into gorge,Bridge/Flyover,Non - fatal,Single vehicle collision,NA,NA,NA,"Uroosa, Uri",Jammu and Kashmir,NA,NA,0,6,Times of India,NA,NA
be27542b84cb1ea1dcc4d77c33416519,Chandigarh: Scooterist dies 12 days after being hit by SUV,Signalized,Fatal,NA,car,scooter,Yes,"Sector 39/40 light point, Chandigarh",Chandigarh,May 10,NA,1,0,Times of India,No,NA
ce6c0829cbde23886d3e483083781082,Driver killed as taxi falls into Mandi gorge,NA,Fatal,Single vehicle collision,NA,car,NA,"Sarachi, Seraj area, Mandi district",Himachal Pradesh,NA,night,1,0,Times of India,No,NA
4c233a522539ec38657650b4c96664c3,ASI killed in high-speed car collision in Panchkula,NA,Fatal,Crossing (90degree),car,car,Yes,"Sector 26/27 dividing road, Panchkula",Haryana,NA,night,1,0,Times of India,No,high
c4f11b20caad4c94b0b35484e4b8da02,Three killed after bike collides with parked truck in Kaushambi,Highway,Fatal,Rear end,motorcycle,truck,Yes,"Ajuha Kaini, Kaushambi district",Uttar Pradesh,NA,morning,3,0,Times of India,No,NA
8e997270ee1356f8bfd87a1849bdf939,Speeding truck mows down people assisting accident victims in Rajasthan,NA,Fatal,NA,truck,pedestrian,yes,"Sabla, Dungarpur district",Rajasthan,NA,night,4,8,Times of India,yes,high
4e223c5014d31a2168b4e054771f71bc,"Caught on cam: Man runs SUV over security guard in Delhi, arrested",Bridge/Flyover,Non - fatal,Hit and run,jeep,pedestrian,NA,Mahipalpur flyover,Delhi,NA,evening,0,1,Times of India,Yes,NA
9b4823ea23a9a042f6f1036fad1bdee3,UP: Road death victim found killed for ₹50 lakh insurance in Sambhal; 4 nabbed,NA,Fatal,Hit and run,car,pedestrian,NA,Sainik Chauraha,Uttar Pradesh,2024-08-01,night,1,0,Times of India,Yes,high
415118f61db3bab6ba98971d5f976e5f,John Elway was drunk before golf cart accident? New party photos spark fresh concerns,NA,Fatal,Single vehicle collision,NA,NA,NA,The Madison Club,California,NA,evening,1,0,Times of India,NA,high
38288224b87ebdb02119d324358d9ed1,"Jeff Sperbeck, John Elway’s longtime agent, dies after tragic golf cart accident",NA,Fatal,NA,NA,pedestrian,NA,La Quinta,California,NA,NA,1,0,Times of India,No,high
f8ba2448d432d7e98893dd14d11bab24,Accident near University of Delaware shuts down East Main Street in Newark,NA,NA,NA,NA,NA,NA,Newark,Delaware,NA,evening,NA,NA,Times of India,NA,NA
45c1d3d876a3247dc0a368323e42b263,Kai-Ji Adam Lo: Vancouver car-ramming suspect called police a day prior; details revealed,NA,Fatal,Single vehicle collision,car,pedestrian,NA,Lapu Lapu festival,British Columbia,NA,NA,11,NA,Times of India,Yes,NA
9cd6b52b0540eda6807215a509509a5c,Jagmeet Singh ‘horrified’ after Lapu Lapu car-ramming incident days before Canada election,NA,Fatal,Single vehicle collision,car,pedestrian,No,Vancouver,British Columbia,NA,evening,NA,NA,Times of India,Yes,NA
edc48aecfb6a8301e001a0dc023bbb7b,"Private bus hits flyover pillar in Maharashtra's Bhiwandi, 1 killed",Bridge/Flyover,Fatal,Single vehicle collision,bus,NA,No,Bhiwandi,Maharashtra,NA,NA,1,10,Times of India,No,NA
17b0349c0b0aa3a107f7f1c1d9c8aef8,27-year-old man dies after his car gets crushed between two trucks on Mumbra bypass road,Highway,Fatal,Rear end,truck,car,Yes,Mumbra Bypass Road,Maharashtra,"April 22, 2025",morning,1,0,Times of India,No,high
01bec35138f5c134915a738a91e78157,"8 dead, 6 injured as SUV plunges off bridge in Madhya Pradesh",Bridge/Flyover,Fatal,Single vehicle collision,NA,NA,NA,Simri village,Madhya Pradesh,NA,morning,8,6,Times of India,NA,NA
d547591f25d988f94e8a2cd91324a7ac,"Punjab: 3-year-old mowed down by speeding SUV in Jalandhar, accused arrested",NA,Fatal,Single vehicle collision,car,pedestrian,No,"Kishanpura chowk, Jalandhar",Punjab,NA,NA,1,0,Times of India,Yes,NA
adf10ba6db1e687b28bb1ecf0080d7c1,Family of four killed after their car rams into stationery truck in UP's Fatehpur,Highway,Fatal,Rear end,car,truck,yes,"Sujanipur crossing, Khaga, Fatehpur",Uttar Pradesh,NA,NA,5,1,Times of India,NA,NA
64d873760b11dae2d434321849fabff2,"Bengaluru civic body truck driver, thrashed after boy’s death, dies in hospital weeks later: Report",NA,Fatal,NA,truck,motorcycle,Yes,"Thanisandra Main Road, North Bengaluru",Karnataka,2024-03-29,morning,2,0,Times of India,No,high
fb47b8fb36429bb3d10b787fd6820b95,"All on Joey Broom, John Clark and Jeffrey Little, Major League Fishing boat crash victims",NA,Fatal,NA,NA,NA,Yes,"Miller Flats area, Smith Lake",Alabama,NA,NA,3,NA,Times of India,No,NA
c09a55f1c6589e9e8b3c1abc89480e75,Cab driver dies after mob thrashes him over string of accidents in Ahmedabad,NA,Fatal,NA,car,car,Yes,Juhapura,Gujarat,NA,night,1,0,Times of India,NA,NA
7173033257688b69e405ce777ef26a5a,Three injured in multiple vehicle collision in Lucknow,Highway,Non - fatal,Rear end,car,car,Yes,"Lucknow-Sitapur National Highway, Lucknow",Uttar Pradesh,NA,NA,0,3,Times of India,No,NA
0aada15732e2e4e9e2da831d8423fdd6,Pakistan: Truck-coach collision in Khyber Pakhtunkhwa leaves 10 dead and 8 injured,Highway,Fatal,NA,NA,NA,Yes,Meetha Khel,Khyber Pakhtunkhwa,NA,NA,10,8,Times of India,NA,NA
c6b4048ae1d50f899a073e333ab300d6,One killed after MSRTC hits bike at Hindmata Bridge,Bridge/Flyover,Fatal,NA,bus,motorcycle,No,"Hindmata Bridge, Dadar East, Mumbai",Maharashtra,2025-04-14,night,1,1,Times of India,No,high
e467ee1eb1bdf15edb9b23bb53c1972a,Chinese car owner accepts 15 pancakes as compensation after food cart scratches his Range Rover,NA,Property damage,Side swipe,NA,car,No,Shenyang,NA,NA,NA,0,0,Times of India,No,high
fe8a92f91c29b0d314ba31d87888e1e2,Two students killed in bike crash at Paud Phata flyover,Bridge/Flyover,Fatal,Single vehicle collision,motorcycle,NA,No,"Swatantryaveer Savarkar flyover near Paud Phata, Kothrud",Maharashtra,NA,night,2,0,Times of India,No,high
6828447c381fea9aa40012169c53df7d,Panjab University scholar among 3 killed in late-night Mohali crash,NA,Fatal,Single vehicle collision,truck,car,NA,"Boothgarh light-point, Siswan road, Mohali",Punjab,NA,night,3,1,Times of India,NA,NA
a177ebe655b0da8803156613fe61c752,Woman dies after being run over by JCB at Thane dumping ground,NA,Fatal,Single vehicle collision,NA,pedestrian,NA,"CP Talav dumping ground, Wagle Estate, Thane",Maharashtra,NA,NA,1,0,Times of India,Yes,NA
00b013684e43b735cc48ba02556c9bbc,Noida police explains why it delayed adding Lamborghini crash driver's name to FIR,NA,Non - fatal,Single vehicle collision,car,pedestrian,NA,"Sector 94, Noida",Uttar Pradesh,2025-03-31,NA,0,2,Times of India,Yes,NA
24d3897416118c52bee70f2ee3f7013f,Was Noida Lamborghini speeding at 300 kmph? What initial investigation found in car crash,Roundabout,Non - fatal,Single vehicle collision,car,pedestrian,No,Noida Sector 94 roundabout,Uttar Pradesh,NA,NA,0,2,Times of India,Yes,NA
4cc2cd3ce527c841275301a200c5ae7f,"3 Gujarat policemen killed, cop injured in Haryana road accident",NA,Fatal,NA,car,truck,Yes,"Dabwali-Chautala road, Sirsa district",Haryana,NA,morning,3,1,Times of India,No,NA
610e2acf48e730a8c6f739540656d5f6,Delivery person killed by car driving on wrong side of the road in LBS Road,NA,Fatal,Head On,car,scooter,NA,"LBS Road, Ghatkopar, Mumbai",Maharashtra,NA,NA,1,0,Times of India,NA,NA
910c6569643ceea3258dd9f0d2e3a845,Telangana DSP killed as speeding bus runs over him in Rangareddy,NA,Fatal,Single vehicle collision,bus,pedestrian,NA,"Hanuman temple, Laxma Reddy Pallem, Hayathnagar",Telangana,NA,morning,1,0,Times of India,Yes,high
5fb1888b40e9034aae1f6b3b7695834b,Chandigarh: Porsche driver charged with culpable homicide,NA,Fatal,Rear end,car,scooter,Yes,road dividing Sector 4 and 9,Chandigarh,March 10,night,1,2,Times of India,No,NA
62cb27fe158dc4976a500806960338a6,Vadodara car crash accused seen drinking from bottle minutes before accident,NA,Fatal,NA,car,scooter,yes,Vadodara,Gujarat,NA,NA,1,4,Times of India,yes,NA
194709b33e4eb5342e90b91d0c1847ec,"10 IIT students injured as vehicle falls into gorge in Sikkim, condition of three serious",NA,Non - fatal,Single vehicle collision,NA,NA,No,"Near Pakshep, Forest Dara",Sikkim,NA,night,0,10,Times of India,NA,high
1cbe146b4ea07fac95a87f983eb332a2,"Jodhpur: Former BJP MLA’s son dies in high-speed car crash, friend hurt",Roundabout,Fatal,Single vehicle collision,NA,NA,NA,"Nahar circle, Pal Road",Rajasthan,NA,night,1,1,Times of India,NA,NA
f313a7c7e3d6f553df904c7663d8f58f,"Vadodara car crash: Accused Rakshit Chaurasia denies drunk driving, claims ‘lost control due to potholes’",NA,Fatal,NA,car,scooter,yes,"Muktanand cross roads, Karelibaug",Gujarat,NA,night,1,4,Times of India,no,NA
271a68b901e062ccc502dc8cc0746f90,"Woman killed, four injured as law student rams car into two-wheelers in Vadodara",NA,Fatal,NA,car,scooter,Yes,"Muktanand cross roads, Karelibaug",Gujarat,NA,night,1,4,Times of India,No,high
b2a86bbb7930b96f02ebec2c3b3a58aa,"Three killed, three Injured in head-on collision of bikes in Shahjahanpur",NA,Fatal,Head On,motorcycle,motorcycle,Yes,"Mahanandpur village, Puwanya-Sindhauli road, Shahjahanpur district",Uttar Pradesh,NA,night,3,3,Times of India,No,NA
21eeae61e7946748ad0f17a3f305453d,"Three dead, 20 injured in bus-lorry collision in Andhra Pradesh's Eluru",NA,Fatal,NA,bus,lorry,yes,"Chodimellu village, Eluru",Andhra Pradesh,NA,night,3,20,Times of India,no,NA
6e2df77191374d211b2fe8196ebac62d,3 killed as three lorries crash in Chitradurga,Highway,Fatal,Rear end,lorry,lorry,Yes,"NH-4, Chitradurga",Karnataka,NA,morning,3,NA,Times of India,No,NA
e7233f471a3476d3c763e036f61b60db,"Car rams barricade at Singhu border, 1 dead",Highway,Fatal,Single vehicle collision,car,NA,No,Singhu border,Delhi,NA,NA,1,3,Times of India,No,high
e5a44c07255f0c0196b1cd6b48d3b938,"MP: Six people from Karnataka, returning from Mahakumbh, killed in road accident",NA,Fatal,Head On,car,bus,Yes,"Pehrawa, Jabalpur",Madhya Pradesh,Monday,morning,6,2,Times of India,No,high
7945cdd7e010e7885d04aabc246ccf87,Kharar man killed in truck-scooter collision in Mohali,NA,Fatal,Rear end,truck,scooter,Yes,Balongi,Punjab,NA,NA,1,0,Times of India,No,NA
fb5ec0b3f52118c846dc6d1ca13b348d,18-month-old child killed by speeding car being driven by 15-year-old in Delhi,NA,Fatal,Rear end,car,pedestrian,Yes,"Mukhmelpur village, Alipur",Delhi,NA,morning,1,0,Times of India,Yes,high
afa61460db127793855fc974d3803eeb,4 Bengal residents killed in Dhanbad car crash en route to Maha Kumbh in Prayagraj,Highway,Fatal,Rear end,car,truck,yes,"Rajganj, Dhanbad district",Jharkhand,NA,night,4,4,Times of India,NA,NA
7dda2077fa073c34f335b16cab34af13,Maharashtra: 3 injured after SUV rams into victims in Thane housing complex,NA,Non - fatal,NA,car,pedestrian,No,Kashimira,Maharashtra,NA,morning,0,3,Times of India,Yes,NA
3217eb070f7798b22be210cacb4f7dbc,"Rajasthan: 5 dead, 3 injured in road accident while returning from Maha Kumbh Mela",Highway,Fatal,NA,car,truck,Yes,Dausa bypass,Rajasthan,NA,NA,5,3,Times of India,No,high
3780802e00bcb45ae089fc777f79ef61,UP: 4 members of family killed in Etah district road accident,NA,Fatal,Single vehicle collision,NA,NA,NA,"near Jarera village, Etah district",Uttar Pradesh,NA,night,4,5,Times of India,NA,high
a87075084c604aa38233cc5b1c011b4a,"3 women labourers, toddler killed as dumper truck falls on them in Gujarat's Banaskantha",NA,Fatal,Single vehicle collision,truck,pedestrian,No,Khengarpura village,Gujarat,NA,evening,4,0,Times of India,Yes,high
67ab9c49e648384cfadf81b198529063,"44-yr-old Bicyclist hit by car on Gurugram road, dies",NA,Fatal,NA,car,bicycle,No,"Hamilton Court road, Sector 28, Gurugram",Haryana,NA,night,1,0,Times of India,Yes,high
f95beed5f22a63d4a55d972bd3e18a3c,Indian-origin executive gets 25-year-jail term for drunk driving crash in New York that killed 2 teens,NA,Fatal,Head On,truck,car,Yes,"North Broadway, Jericho",New York,2023-05-03,NA,2,2,Times of India,No,NA
f58ae82cdba66fd44f51fafa48ae8dfc,Biker crushed to death as truck topples over on Gurugram road,NA,Fatal,NA,truck,motorcycle,Yes,"Pahad Colony, Sohna Valley, Sohna-Tauru Road",Haryana,NA,NA,1,0,Times of India,No,NA
a93befc7461fcf85d7f3fea596253e31,Six killed in two separate truck accidents in Madhya Pradesh,Highway,Fatal,Head On,truck,truck,Yes,"Umaria and Bhind districts, Madhya Pradesh",Madhya Pradesh,NA,morning,6,1,Times of India,No,high
b83473bc35286de841db39de1ba336af,"Chhattisgarh: 3 teens skip school for tractor joyride, killed in accident",NA,Fatal,Single vehicle collision,tractor,NA,NA,Charra,Chhattisgarh,NA,NA,3,1,Times of India,NA,NA
2428f8c40132c01c684a561e88591382,"Tesla tragedy: Woman killed as car flips, goes up in flames in Manhattan",Highway,Fatal,Single vehicle collision,car,NA,No,"FDR Drive near 70th Street, Upper East Side, Manhattan, NYC",NY,NA,night,1,1,Times of India,No,NA
1e87eb0e189e5b46acbb0a595667617c,Navi Mumbai: 45-year-old man killed by 2 riders in road rage,NA,Fatal,NA,NA,scooter,Yes,"Belpada-Utsav Chowk road, Kharghar",Maharashtra,NA,night,1,0,Times of India,No,high
04adcc23bc0cf9cc7387166ba03a9bf1,"Five pilgrims, travelling to Dwarka, killed as bus falls into gorge in Gujarat",NA,Fatal,Single vehicle collision,NA,bus,NA,Dang district,Gujarat,NA,morning,5,17,Times of India,NA,NA
f6e65f8d2bd27264de4b15fc75db0690,Maha Kumbh: 10 injured after van carrying devotees overturns in UP's Barabanki,NA,Non - fatal,Single vehicle collision,NA,van,NA,"Safdarganj, Barabanki",Uttar Pradesh,NA,evening,0,10,Times of India,NA,NA
5c19991b36561396ae2d6eb13864afb1,"1 dead, 11 missing as cruiser plunges into Bhakra canal in Haryana's Fatehabad",NA,Fatal,Single vehicle collision,NA,NA,NA,"Sardarewala village, Ratia",Haryana,NA,night,1,NA,Times of India,NA,NA
14da1f8bd4c943de4fc50ef63af087a6,12 die as pick-up van collides with truck in Punjab’s Ferozepur,NA,Fatal,Head On,van,truck,yes,"Mohan Ke Uttar village, Ferozepur-Fazilka road",Punjab,NA,morning,12,14,Times of India,NA,high
2f9c87f1c4ea1e08afd3248064664fb5,Man hit by car on MG Road dies; driver on the run,NA,Fatal,Hit and run,car,pedestrian,NA,"MG Road, Gurugram",Haryana,NA,evening,1,0,Times of India,Yes,high
48d856df73d76812073333ce48ec11af,Angelina Jolie and Brad Pitt's son Pax met with another e-bike crash after six months,NA,Property damage,NA,bicycle,car,NA,Hollywood,California,NA,morning,0,0,Times of India,NA,high
5772b78ab2660eb981242c661ed0e3ca,"Bihar: Truck driver, one other killed after vehicle catches fire",NA,Fatal,NA,NA,NA,NA,"Koilwar police station area, Bhojpur district",Bihar,NA,night,2,0,Times of India,NA,high
3e6960726e50e28edaff8d7e1bec649e,"Jalgaon accident: 12 passengers jump out fearing fire, run over by another train",NA,Fatal,NA,NA,pedestrian,yes,Paranda railway station,Maharashtra,NA,evening,12,NA,Times of India,yes,NA
e723fc0fa2a5bae93fa65354b2c73306,Shocking CCTV video shows car plummeting from first floor of Pune apartment,NA,Property damage,Single vehicle collision,NA,car,No,Viman Nagar,Maharashtra,NA,morning,0,0,Times of India,No,high
a13d897d6af7a680b616b90bb1af58bf,"Gurugram: Retired army colonel runs over woman with his SUV in Ardee city, held",NA,Fatal,Single vehicle collision,car,pedestrian,Yes,"Ardee City, Sector 52, Gurugram",Haryana,NA,NA,1,0,Times of India,Yes,NA
1998b2f8a82b3f5df98ed74b4675985c,Himachal Pradesh: 2 brothers dead after cement-laden truck plunges into ravine in Shimla,NA,Fatal,Single vehicle collision,truck,NA,No,"Bagipul Baiju, Dhami-Sunni link road",Himachal Pradesh,Monday,night,2,0,Times of India,NA,high
0efeb914ce5e651d442db50c70db1b3d,"Speeding truck loses control in Shimla, crashes into multiple cars in shocking video",Midblock,Property damage,Rear end,truck,car,yes,Shimla,Himachal Pradesh,NA,NA,0,0,Times of India,NA,high
5fb823af02fc8727fa7c9546e020815e,"Fire breaks out in Navi Mumbai bus, close shave for 22 passengers",NA,Property damage,NA,NA,NA,NA,"Runwal Chowk, Manpada limits, Kalyan-Shilphata Road",Maharashtra,NA,morning,0,0,Times of India,NA,high
89b2095312cbad5bd75d660377e20848,Mother-son duo run over by garbage truck in Kalyan,NA,Fatal,Crossing (90degree),truck,pedestrian,No,"Sri Dakshin Maruti Temple Square, Agra Road, Kalyan West",Maharashtra,NA,NA,2,0,Times of India,Yes,high
0c5e35fded8ce3885fd1eaff1ecbde90,Two children among 3 killed as truck collides with motorcycle on Shikrapur-Chakan Road,NA,Fatal,Head On,truck,motorcycle,Yes,Shikrapur-Chakan Road,Maharashtra,NA,NA,3,0,Times of India,No,NA
ba216174c58cc42979a8f20cee26faea,"Odisha: 2 BJP leaders killed in car-truck collision, survivor suspects ‘deliberate attack’",Highway,Fatal,Rear end,truck,car,Yes,Burla,Odisha,NA,night,2,4,Times of India,No,NA
89dc0bc67d380bff1b4dd5fc9452a1e7,"Mumbai: Trailer collides with parked vehicles in Dharavi, none injured",NA,Property damage,NA,NA,"car, tempo",yes,"Dharavi, Mumbai",Maharashtra,NA,morning,0,0,Times of India,no,high
1b8500a3aaf8edaf3969d3dcadc62abf,"Caught on camera: Two women thrown off scooty, narrowly escape tragedy after hitting car",NA,Property damage,Crossing (90degree),scooty,car,No,NA,NA,NA,NA,0,0,Times of India,No,NA
d2e126562c2996bf46943f5c2b448006,"4 dead, one injured in collision with parked truck on Delhi-Haridwar highway",Highway,Fatal,Single vehicle collision,car,truck,Yes,"Bahadarabad police station area, near Ibrahimpur Cut",Haryana,NA,night,4,1,Times of India,No,NA
39a54d5981673447b983a440dc93f00d,45 injured in bus crash on Delhi-Mumbai expressway due to heavy fog conditions,Highway,Non - fatal,Rear end,bus,truck,yes,"Lahdi Ka Bas, Delhi-Mumbai Expressway",Rajasthan,NA,NA,0,45,Times of India,no,NA
05337646edcabb02e9aa48b751c887a4,Road mishap claim three lives in Himachal’s Theog,NA,Fatal,Single vehicle collision,NA,NA,No,"Theog, Shimla district",Himachal Pradesh,2025-12-31,night,3,0,Times of India,No,NA
d21c92d9f13395aa8cf4bfd8f056921e,Death toll rises to 71 in Southern Ethiopia road accident,NA,Fatal,Single vehicle collision,NA,NA,NA,"Bona Zuria Woreda, Eastern Zone, Sidama",Sidama,NA,evening,71,2,Times of India,NA,high
d66938497aad8c2cb7cd7d92cae8c77d,"Actor Urmila Kothare's car runs over labourers in Mumbai, 1 killed",NA,Fatal,Single vehicle collision,car,pedestrian,No,"Poisar Metro station, Kandivali East, Mumbai",Maharashtra,NA,night,1,3,Times of India,Yes,NA
09fe50aa72bddbf082f4ca72c60bc356,Delhi: 54-year-old dead in late night crash near Chanakyapuri,Signalized,Fatal,Side swipe,car,van,Yes,Delhi,Delhi,NA,morning,1,2,Times of India,No,high
6b8416da612808c194424efb1c981df6,Road rage caught on cam: Truck's reckless manoeuvre sends biker tumbling on mountain road,NA,NA,NA,truck,motorcycle,Yes,mountainous road,NA,NA,NA,0,0,Times of India,No,NA
911c5b5cf2b90947052233fcbe9d273f,"Horrific Bengaluru accident that killed CEO, his family in Volvo sparks debate on road safety",Highway,Fatal,Crossing (90degree),truck,car,yes,"Nelamangala, Bengaluru",Karnataka,NA,NA,6,0,Times of India,no,high
f7a96c9cc2e98ee2e1ecf1dd0f220e64,How heroic 20-year-old saved 30 burn victims of Jaipur LPG tanker blast,Highway,Fatal,NA,truck,NA,Yes,"Jaipur-Ajmer highway, Bhankrota area",Rajasthan,NA,night,14,30,Times of India,NA,NA
4bf4ab04f17c98a27e231e03c38f0409,"4-year-old boy run over by speeding car in Mumbai, teen driver arrested",NA,Fatal,NA,car,pedestrian,NA,"Wadala, Mumbai",Maharashtra,2024-12-21,NA,1,0,Times of India,Yes,NA
dfbfc81ebaf8be127fe8c513783152a4,"Caught on CCTV: Car flips 8 times on Rajasthan highway, passengers escape unhurt, ask for tea",Highway,Property damage,Single vehicle collision,car,NA,No,Nagaur district,Rajasthan,NA,NA,0,0,Times of India,No,high
