id,title,intersection,severity,collision_type,vehicle_hitting,vehicle_hitted,multiple_vehicle,location,state,date,time,killed,injured,reference,pedestrian_involved,confidence,model
12c0cdbf6479fc1ce10f1ce421931f4c,Six police personnel injured as vehicle falls into gorge,NA,Non - fatal,Single vehicle collision,NA,NA,No,Uroosa near the Line of Control in Uri,NA,NA,NA,0,6,Times of India,No,High,qwen/qwen3-32b
ce6c0829cbde23886d3e483083781082,Driver killed as taxi falls into Mandi gorge,NA,Fatal,Single vehicle collision,NA,NA,No,near Sarachi in Seraj area of Himachal’s Mandi district,Himachal Pradesh,NA,night,1,0,Times of India,No,High,qwen/qwen3-32b
4e223c5014d31a2168b4e054771f71bc,"Caught on cam: Man runs SUV over security guard in Delhi, arrested",Bridge/Flyover,Non - fatal,Hit and run,car,pedestrian,No,"Mahipalpur flyover, southwest Delhi",Delhi,NA,evening,0,1,Times of India,Yes,High,qwen/qwen3-32b
415118f61db3bab6ba98971d5f976e5f,John Elway was drunk before golf cart accident? New party photos spark fresh concerns,NA,Fatal,NA,golf cart,golf cart,No,"The Madison Club, La Quinta",California,NA,evening,1,0,Times of India,No,High,qwen/qwen3-32b
38288224b87ebdb02119d324358d9ed1,"Jeff Sperbeck, John Elway’s longtime agent, dies after tragic golf cart accident",NA,Fatal,NA,golf cart,NA,No,La Quinta,California,NA,NA,1,0,Times of India,No,high,qwen/qwen3-32b
edc48aecfb6a8301e001a0dc023bbb7b,"Private bus hits flyover pillar in Maharashtra's Bhiwandi, 1 killed",Highway,Fatal,Single vehicle collision,bus,NA,No,Mumbai-Nashik highway,Maharashtra,NA,NA,1,10,Times of India,NA,high,qwen/qwen3-32b
210a0f3ad1d99953d7a5b95bb9cc21f0,"Pickup van mows down 6 sanitation workers on Delhi-Mumbai Expressway, 5 injured",Highway,Fatal,Hit and run,van,pedestrian,No,"Delhi-Mumbai Expressway near Ibrahim Bas village, Firozpur Jhirka",Haryana,NA,morning,6,5,Times of India,Yes,High,qwen/qwen3-32b
17b0349c0b0aa3a107f7f1c1d9c8aef8,27-year-old man dies after his car gets crushed between two trucks on Mumbra bypass road,Midblock,Fatal,Rear end,truck,car,Yes,Mumbra Bypass Road,Maharashtra,2025-04-22,morning,1,0,Times of India,No,High,qwen/qwen3-32b
01bec35138f5c134915a738a91e78157,"8 dead, 6 injured as SUV plunges off bridge in Madhya Pradesh",Bridge/Flyover,Fatal,Single vehicle collision,SUV,SUV,No,"Simri village, Nohata police station area, Damoh district",Madhya Pradesh,Tuesday,morning,8,6,Times of India,No,High,qwen/qwen3-32b
d547591f25d988f94e8a2cd91324a7ac,"Punjab: 3-year-old mowed down by speeding SUV in Jalandhar, accused arrested",NA,Fatal,Single vehicle collision,car,pedestrian,NA,Jalandhar’s Kishanpura chowk,Punjab,NA,NA,1,0,Times of India,Yes,high,qwen/qwen3-32b
64d873760b11dae2d434321849fabff2,"Bengaluru civic body truck driver, thrashed after boy’s death, dies in hospital weeks later: Report",NA,Fatal,NA,truck,motorcycle,Yes,"Thanisandra Main Road, North Bengaluru",Karnataka,March 29,NA,2,0,Times of India,No,High,qwen/qwen3-32b
fb47b8fb36429bb3d10b787fd6820b95,"All on Joey Broom, John Clark and Jeffrey Little, Major League Fishing boat crash victims",NA,Fatal,NA,Nitro Bass boat,Center Console vessel,Yes,Smith Lake,Alabama,NA,NA,3,0,Times of India,No,High,qwen/qwen3-32b
c09a55f1c6589e9e8b3c1abc89480e75,Cab driver dies after mob thrashes him over string of accidents in Ahmedabad,NA,Fatal,NA,NA,NA,Yes,"Juhapura, Ahmedabad",Gujarat,NA,night,1,0,Times of India,NA,High,qwen/qwen3-32b
0aada15732e2e4e9e2da831d8423fdd6,Pakistan: Truck-coach collision in Khyber Pakhtunkhwa leaves 10 dead and 8 injured,Highway,Fatal,Head On,truck,coach,true,Meetha Khel,Khyber Pakhtunkhwa,2025-03-29,NA,10,8,Times of India,NA,high,qwen/qwen3-32b
c6b4048ae1d50f899a073e333ab300d6,One killed after MSRTC hits bike at Hindmata Bridge,Bridge/Flyover,Fatal,Rear end,bus,motorcycle,Yes,"Hindmata Bridge, Dr Babasaheb Ambedkar Road, Dadar East, Mumbai",Maharashtra,2025-04-14,night,NA,NA,Times of India,No,High,qwen/qwen3-32b
fe8a92f91c29b0d314ba31d87888e1e2,Two students killed in bike crash at Paud Phata flyover,Bridge/Flyover,Fatal,Single vehicle collision,motorcycle,NA,No,"Paud Phata flyover, Kothrud",Maharashtra,NA,night,2,0,Times of India,No,high,qwen/qwen3-32b
00b013684e43b735cc48ba02556c9bbc,Noida police explains why it delayed adding Lamborghini crash driver's name to FIR,NA,Non - fatal,Single vehicle collision,car,pedestrian,No,Noida Sector 94,Uttar Pradesh,2025-03-31,NA,0,2,Times of India,Yes,0.9,qwen/qwen3-32b
24d3897416118c52bee70f2ee3f7013f,Was Noida Lamborghini speeding at 300 kmph? What initial investigation found in car crash,Roundabout,Non - fatal,Single vehicle collision,car,NA,No,Noida Sector 94 roundabout,Uttar Pradesh,NA,NA,0,2,Times of India,Yes,Medium,qwen/qwen3-32b
4cc2cd3ce527c841275301a200c5ae7f,"3 Gujarat policemen killed, cop injured in Haryana road accident",NA,Fatal,NA,car,truck,Yes,"Dabwali-Chautala road, Sirsa district",Haryana,NA,morning,3,1,Times of India,No,high,qwen/qwen3-32b
610e2acf48e730a8c6f739540656d5f6,Delivery person killed by car driving on on wrong side of the road in LBS Road,Midblock,Fatal,Head On,car,scooter,Yes,LBS Road,Maharashtra,NA,NA,1,0,Times of India,No,High,qwen/qwen3-32b
62cb27fe158dc4976a500806960338a6,Vadodara car crash accused seen drinking from bottle minutes before accident,NA,Fatal,NA,car,scooter,Yes,Vadodara,Gujarat,NA,NA,1,4,Times of India,No,High,qwen/qwen3-32b
1cbe146b4ea07fac95a87f983eb332a2,"Jodhpur: Former BJP MLA’s son dies in high-speed car crash, friend hurt",NA,Fatal,Single vehicle collision,car,NA,No,Nahar circle on Pal Road,Rajasthan,Friday,night,1,1,Times of India,NA,high,qwen/qwen3-32b
b2a86bbb7930b96f02ebec2c3b3a58aa,"Three killed, three Injured in head-on collision of bikes in Shahjahanpur",NA,Fatal,Head On,motorcycle,motorcycle,Yes,"near the toll plaza near Mahanandpur village on Puwanya-Sindhauli road, Shahjahanpur district",Uttar Pradesh,NA,night,3,3,Times of India,No,high,qwen/qwen3-32b
997b20a2ffeebd5ed65537a161ba3505,6 injured in road crash involving 3 vehicles in Thane,Bridge/Flyover,Non - fatal,Rear end,dumper,truck,Yes,Cadbury junction bridge on the Eastern Express Highway,Maharashtra,NA,night,0,6,Times of India,NA,high,qwen/qwen3-32b
6e2df77191374d211b2fe8196ebac62d,3 killed as three lorries crash in Chitradurga,Highway,Fatal,Rear end,lorry,lorry,Yes,"NH-4, just outside Chitradurga",Karnataka,NA,morning,3,0,Times of India,No,High,qwen/qwen3-32b
e7233f471a3476d3c763e036f61b60db,"Car rams barricade at Singhu border, 1 dead",Midblock,Fatal,Single vehicle collision,car,NA,No,Singhu border flyover,Delhi,NA,NA,1,3,Times of India,No,high,qwen/qwen3-32b
e5a44c07255f0c0196b1cd6b48d3b938,"MP: Six people from Karnataka, returning from Mahakumbh, killed in road accident",Midblock,Fatal,Head On,car,bus,Yes,Pehrawa area of Jabalpur,Madhya Pradesh,NA,morning,6,2,Times of India,No,high,qwen/qwen3-32b
7945cdd7e010e7885d04aabc246ccf87,Kharar man killed in truck-scooter collision in Mohali,NA,Fatal,Rear end,truck,scooter,Yes,Balongi,Punjab,NA,NA,1,0,Times of India,No,0.95,qwen/qwen3-32b
fb5ec0b3f52118c846dc6d1ca13b348d,18-month-old child killed by speeding car being driven by 15-year-old in Delhi,NA,Fatal,NA,car,parked car,yes,"Mukhmelpur village, Alipur, outer Delhi",Delhi,NA,morning,1,0,Times of India,yes,high,qwen/qwen3-32b
afa61460db127793855fc974d3803eeb,4 Bengal residents killed in Dhanbad car crash en route to Maha Kumbh in Prayagraj,NA,Fatal,Rear end,car,truck,yes,"Rajganj police station area, National Highway 2",Jharkhand,NA,night,4,4,Times of India,NA,high,qwen/qwen3-32b
7dda2077fa073c34f335b16cab34af13,Maharashtra: 3 injured after SUV rams into victims in Thane housing complex,NA,Non - fatal,Single vehicle collision,SUV,pedestrian,NA,housing complex in Thane,Maharashtra,Tuesday,morning,0,3,Times of India,Yes,High,qwen/qwen3-32b
3780802e00bcb45ae089fc777f79ef61,UP: 4 members of family killed in Etah district road accident,NA,Fatal,Single vehicle collision,car,NA,No,"near Jarera village, Etah district",Uttar Pradesh,Thursday,night,4,5,Times of India,No,High,qwen/qwen3-32b
f95beed5f22a63d4a55d972bd3e18a3c,Indian-origin executive gets 25-year-jail term for drunk driving crash in New York that killed 2 teens,Midblock,Fatal,Head On,truck,car,Yes,"North Broadway, Jericho, Nassau County, Long Island, New York",New York,2023-05-03,NA,2,2,Times of India,No,High,qwen/qwen3-32b
a93befc7461fcf85d7f3fea596253e31,Six killed in two separate truck accidents in Madhya Pradesh,NA,Fatal,Head On,truck,truck,Yes,"National Highway 43 near Pali area, Umaria district and near Kheria Bagh village, Bhind district",Madhya Pradesh,Thursday,NA,6,1,Times of India,NA,High,qwen/qwen3-32b
b83473bc35286de841db39de1ba336af,"Chhattisgarh: 3 teens skip school for tractor joyride, killed in accident",NA,Fatal,Single vehicle collision,tractor,NA,No,"Charra village, Dhamtari district",Chhattisgarh,NA,NA,3,1,Times of India,No,high,qwen/qwen3-32b
2428f8c40132c01c684a561e88591382,"Tesla tragedy: Woman killed as car flips, goes up in flames in Manhattan",Highway,Fatal,Single vehicle collision,Tesla,NA,No,"FDR Drive near 70th Street, Upper East Side, Manhattan",New York,NA,night,1,1,New York Post,No,High,qwen/qwen3-32b
04adcc23bc0cf9cc7387166ba03a9bf1,"Five pilgrims, travelling to Dwarka, killed as bus falls into gorge in Gujarat",NA,Fatal,Single vehicle collision,bus,NA,NA,"Saputara hill station, Dang district, Gujarat",Gujarat,NA,morning,5,17,Times of India,NA,high,qwen/qwen3-32b
f6e65f8d2bd27264de4b15fc75db0690,Maha Kumbh: 10 injured after van carrying devotees overturns in UP's Barabanki,NA,Non - fatal,Single vehicle collision,van,NA,No,Safdarganj Police Station area,Uttar Pradesh,NA,evening,0,10,Times of India,No,high,qwen/qwen3-32b
14da1f8bd4c943de4fc50ef63af087a6,12 die as pick-up van collides with truck in Punjab’s Ferozepur,NA,Fatal,Head On,van,truck,Yes,"Mohan Ke Uttar village, Ferozepur-Fazilka road",Punjab,NA,morning,12,14,Times of India,No,High,qwen/qwen3-32b
6f6aea60fa0d5b280fe87d5114265834,"Republic Day function turns tragic in Odisha as pick-up van overturns killing a student, 20 others injured in mishap",NA,Fatal,Single vehicle collision,NA,NA,No,"Anshupa Lake, Cuttack district, Odisha",Odisha,NA,NA,1,20,Times of India,No,High,qwen/qwen3-32b
2f9c87f1c4ea1e08afd3248064664fb5,Man hit by car on MG Road dies; driver on the run,Midblock,Fatal,Hit and run,car,pedestrian,No,"MG Road, Gurugram",Haryana,NA,night,1,0,Times of India,Yes,High,qwen/qwen3-32b
bab9ab9ff94daa916aee36672d110915,Man miraculously escapes unscathed after getting trapped between two buses. Video,NA,Non - fatal,Side swipe,bus,bus,Yes,Pattukottai,Tamil Nadu,NA,NA,0,0,Times of India,Yes,High,qwen/qwen3-32b
5772b78ab2660eb981242c661ed0e3ca,"Bihar: Truck driver, one other killed after vehicle catches fire",NA,Fatal,NA,NA,NA,NA,"Koilwar police station area, Bhojpur district",Bihar,NA,night,2,0,Times of India,NA,high,qwen/qwen3-32b
e723fc0fa2a5bae93fa65354b2c73306,Shocking CCTV video shows car plummeting from first floor of Pune apartment,Midblock,Non - fatal,NA,car,car,NA,"Viman Nagar, Pune",Maharashtra,Sunday,morning,0,0,Times of India,NA,high,qwen/qwen3-32b
a13d897d6af7a680b616b90bb1af58bf,"Gurugram: Retired army colonel runs over woman with his SUV in Ardee city, held",Midblock,Fatal,Single vehicle collision,SUV,pedestrian,No,"Ardee City, Sector 52, Gurugram",Haryana,NA,evening,1,0,Times of India,Yes,High,qwen/qwen3-32b
1998b2f8a82b3f5df98ed74b4675985c,Himachal Pradesh: 2 brothers dead after cement-laden truck plunges into ravine in Shimla,NA,Fatal,Single vehicle collision,truck,NA,No,Bagipul Baiju on Dhami-Sunni link road,Himachal Pradesh,NA,night,2,0,Times of India,No,High,qwen/qwen3-32b
0efeb914ce5e651d442db50c70db1b3d,"Speeding truck loses control in Shimla, crashes into multiple cars in shocking video",NA,NA,NA,truck,car,Yes,Shimla,Himachal Pradesh,NA,NA,0,0,Times of India,No,Medium,qwen/qwen3-32b
5fb823af02fc8727fa7c9546e020815e,"Fire breaks out in Navi Mumbai bus, close shave for 22 passengers",Runwal Chowk,Property damage,NA,bus,NA,NA,"Kalyan-Shilphata Road, Manpada, Navi Mumbai",Maharashtra,NA,morning,0,0,Times of India,NA,high,qwen/qwen3-32b
0c5e35fded8ce3885fd1eaff1ecbde90,Two children among 3 killed as truck collides with motorcycle on Shikrapur-Chakan Road,NA,Fatal,Head On,truck,motorcycle,Yes,Shikrapur-Chakan Road,NA,NA,NA,3,0,Times of India,No,High,qwen/qwen3-32b
ba216174c58cc42979a8f20cee26faea,"Odisha: 2 BJP leaders killed in car-truck collision, survivor suspects ‘deliberate attack’",Highway,Fatal,Rear end,dumper,car,Yes,"Burla police station area, Sambalpur district",Odisha,NA,night,2,4,Times of India,No,High,qwen/qwen3-32b
89dc0bc67d380bff1b4dd5fc9452a1e7,"Mumbai: Trailer collides with parked vehicles in Dharavi, none injured",T-junction,Non - fatal,Single vehicle collision,trailer,"car,tempo",Yes,"Dharavi, central Mumbai",Maharashtra,Friday,morning,0,0,Times of India,NA,High,qwen/qwen3-32b
d2e126562c2996bf46943f5c2b448006,"4 dead, one injured in collision with parked truck on Delhi-Haridwar highway",NA,Fatal,NA,car,truck,Yes,"Delhi-Haridwar highway, Bahadarabad police station area",Uttarakhand,NA,night,4,1,Times of India,No,High,qwen/qwen3-32b
39a54d5981673447b983a440dc93f00d,45 injured in bus crash on Delhi-Mumbai expressway due to heavy fog conditions,Highway,Non - fatal,Rear end,bus,truck,Yes,Lahdi Ka Bas,Rajasthan,NA,NA,0,45,Times of India,No,High,qwen/qwen3-32b
05337646edcabb02e9aa48b751c887a4,Road mishap claim three lives in Himachal’s Theog,NA,Fatal,Single vehicle collision,Alto car,NA,No,"Theog, Shimla district",Himachal Pradesh,New Year Eve,night,3,0,Times of India,No,High,qwen/qwen3-32b
d21c92d9f13395aa8cf4bfd8f056921e,Death toll rises to 71 in Southern Ethiopia road accident,NA,Fatal,Single vehicle collision,NA,NA,No,"Bona Zuria Woreda, Eastern Zone",Sidama,NA,evening,71,2,Times of India,NA,0.8,qwen/qwen3-32b
73ee4f8569ee1d68d25c44dfedbf4d74,Caught on cam: Speeding truck driver drags two men on Agra Highway,Highway,Non - fatal,Hit and run,truck,motorcycle,Yes,Agra highway,Uttar Pradesh,NA,NA,0,1,Times of India,No,High,qwen/qwen3-32b
6b8416da612808c194424efb1c981df6,Road rage caught on cam: Truck's reckless manoeuvre sends biker tumbling on mountain road,Midblock,Property damage,Hit and run,truck,motorcycle,Yes,Mountainous road,NA,NA,NA,0,0,Times of India,No,Medium,qwen/qwen3-32b
2f05f8fa35f24085b6053ee1bd4c1045,Biker dies after being hit by unidentified vehicle on SCLR,NA,Fatal,Hit and run,NA,motorcycle,Yes,SCLR,Maharashtra,NA,morning,NA,NA,Times of India,No,NA,qwen/qwen3-32b
911c5b5cf2b90947052233fcbe9d273f,"Horrific Bengaluru accident that killed CEO, his family in Volvo sparks debate on road safety",NA,Fatal,Head On,truck,car,Yes,National Highway 48 near Nelamangala,Karnataka,NA,NA,6,0,Times of India,No,High,qwen/qwen3-32b
dfbfc81ebaf8be127fe8c513783152a4,"Caught on CCTV: Car flips 8 times on Rajasthan highway, passengers escape unhurt, ask for tea",Highway,Property damage,NA,car,NA,No,Nagaur district,Rajasthan,NA,NA,0,0,Times of India,No,High,qwen/qwen3-32b
e18a44613a0712121ddaa94f8d975942,Jaipur gas tanker crash: CCTV shows fire sweeping nearby property moments after accident | Video,Highway,Fatal,NA,truck,NA,Yes,Jaipur-Ajmer Highway,Rajasthan,NA,morning,7,35,Times of India,No,Medium,qwen/qwen3-32b
eafd24d181a187f8187a9f54b7e8f708,"Ludhiana: Driver charred to death as truck overturns, catches fire",Highway,Fatal,Single vehicle collision,truck,bridge railing,No,"Transport Nagar, Ludhiana",Punjab,NA,morning,1,0,Times of India,NA,High,qwen/qwen3-32b
069a13338c936f7b6d2ac910f6381ffa,"Gujarat: Bus accident in Bhavnagar kills 6, leaves 10 injured",Highway,Fatal,Rear end,bus,truck,Yes,"Trapaj village, Bhavnagar district",Gujarat,NA,morning,6,10,Times of India,NA,High,qwen/qwen3-32b
dc95b8674609bc9d75244318a4349589,Mumbai: Death toll rises to 8 in Kurla BEST bus accident as man succumbs to injuries,NA,Fatal,Crossing (90degree),BEST electric bus,"car, pedestrian",Yes,Kurla area,Maharashtra,December 9,NA,8,42,Times of India,Yes,High,qwen/qwen3-32b
c0e7b8609ef1e8788ed3281c4d2ff3c3,"Dutee Chand stops truck after accident, police detain driver for questioning",NA,Property damage,NA,truck,car,Yes,"OMP Square, Cuttack",Odisha,NA,evening,0,0,Times of India,No,High,qwen/qwen3-32b
ba92d8d53be0d36856149d28a86128e8,"Indian student dies, 4 injured after horrific car crash in UK's Leicestershire",Midblock,Fatal,Single vehicle collision,car,NA,NA,"A6, Leicestershire",England,Tuesday,morning,1,4,Times of India,NA,high,qwen/qwen3-32b
3d6e2b0c2a546a64769b89ba22a54243,Teenage boy crashes Porsche car into motorcycles in Mumbai's Bandra,NA,Property damage,Single vehicle collision,car,motorcycle,Yes,"Bandra, Mumbai",Maharashtra,NA,morning,0,0,Times of India,No,High,qwen/qwen3-32b
2b5663e38557dce255d28824423414f1,Krushna Abhishek shares wife Kashmera Shah is doing fine after her accident: She is a strong woman,NA,Non - fatal,Single vehicle collision,car,NA,No,Palm Springs,California,NA,NA,0,1,Times of India,No,Medium,qwen/qwen3-32b
07f9c2caa09c3f7be2c2512a2652eb6d,UP: Five doctors killed after car collides with truck in Kannauj,Highway,Fatal,Head On,truck,car,Yes,"Lucknow-Agra Expressway, Point 196, Tirva",Uttar Pradesh,NA,night,5,1,Times of India,No,High,qwen/qwen3-32b
38472254a8bf707d94d90311beb4d707,Noida: Mad dash to admit sick child ends in death of 5 of family in accident,Highway,Fatal,Rear end,car,truck,Yes,Noida-Greater Noida Expressway near Sector 146 metro station,Uttar Pradesh,NA,night,5,0,Times of India,No,High,qwen/qwen3-32b
325ac397ecfe8d2bd675be739a7365e4,Teens on way to college die in car crash on Gurugram Expressway; 2 more wounded,NA,Fatal,Head On,car,car,yes,"Sohna Expressway, Gurugram",Haryana,NA,NA,2,5,Times of India,NA,high,qwen/qwen3-32b
fc37cd7f8d6465145940560388a715e7,"J&K: 3 killed, 4 critically injured as Eeco van falls into gorge in Reasi district",NA,Fatal,Single vehicle collision,Eeco van,NA,No,"Chassana area of Reasi district, Jammu and Kashmir",Jammu and Kashmir,Saturday,NA,3,4,Times of India,No,High,qwen/qwen3-32b
1158bedf0cbaaecf1117cc2bc67ed8f8,Video: Kerala CM Pinarayi Vijayan's convoy involved in pile-up in Thiruvananthapuram,NA,Property damage,Rear end,car,car,Yes,"Vamanapuram Park junction, Thiruvananthapuram",Kerala,NA,evening,0,0,Times of India,Yes,High,qwen/qwen3-32b
dccf71429a2c220bda66dc8e3f3a8039,25-year-old pillion rider mowed down after falling from bike,Highway,Fatal,Hit and run,NA,scooty,Yes,Western Express Highway near Mahim turn from Bandra east,Maharashtra,NA,night,1,1,Times of India,No,High,qwen/qwen3-32b
b01af0d9b33f1a38847ccd800b872ee1,"Odisha man visits hospital after being hit by truck, doctors allegedly steal his organs",NA,Fatal,NA,truck,motorcycle,Yes,Rampur,Odisha,2023-10-13,NA,1,NA,Times of India,No,high,qwen/qwen3-32b
fff58d5f607202687131c3ebb8ebdf17,2 dead as car hits toll staffers in Una,NA,Fatal,Single vehicle collision,car,NA,No,"Ajouli toll barrier, Una district",Himachal Pradesh,NA,evening,2,1,Times of India,Yes,High,qwen/qwen3-32b
01edd75e924429be559aeedc248e23bf,Two killed after being run over by speeding truck on Sohna Road,Roundabout,Fatal,Side swipe,truck,motorcycle,Yes,"Sohna Road, Gurugram",Haryana,Tuesday,evening,2,0,Times of India,No,0.95,qwen/qwen3-32b
f7a4f381c5283aacebb38e2ad4404fab,2 die as car with polls officials plunges into gorge in Reasi,NA,Fatal,Single vehicle collision,car,NA,NA,"Tukson Jabara, Majore area, Reasi district",Jammu and Kashmir,NA,NA,2,0,Times of India,NA,0.95,qwen/qwen3-32b
84db64c900eb1daa6fae2c321e21a4f0,Disturbing video shows KSRTC bus run over woman in Karnataka's Tumakuru,NA,Non - fatal,Crossing (90degree),bus,pedestrian,NA,Tumakuru,Karnataka,NA,NA,0,1,Times of India,Yes,high,qwen/qwen3-32b
750516da5ac6c776f84a1a99ffb77ec6,EXCLUSIVE| Preeti Jhangiani gives husband Parvin Dabas' health update: He will be out of the ICU tomorrow,NA,Non - fatal,Single vehicle collision,car,NA,No,Mumbai,Maharashtra,NA,night,0,1,Times of India,No,High,qwen/qwen3-32b
2c4eb93afef28e7862532043c36dc7db,"Gurugram accident: Biker's friend says police didn't collect video as evidence, mother questions SUV driver's bail",Midblock,Fatal,Crossing (90degree),car,motorcycle,Yes,"Golf Course Road, Gurugram",Haryana,NA,NA,1,0,Times of India,No,high,qwen/qwen3-32b
279ba424587aef4b0f9c04ef4ab7e264,"One dead, two injured after showroom driver out on test drive rams into them",Bridge/Flyover,Fatal,Crossing (90degree),car,scooter,Yes,Lower Parel-Curry Road bridge,Maharashtra,NA,NA,1,2,Times of India,No,High,qwen/qwen3-32b
d7f76840e42ce13c5c8ae5d0041dc0ef,Four of a family from Belagavi killed in road accident in Oman,NA,Fatal,Head On,car,truck,yes,Haima region of capital city Oman,Karnataka,Thursday,evening,4,1,Times of India,no,high,qwen/qwen3-32b
