id,title,text_snippet,ground_truth
df78f166e526e8195275e4464053de5f,Two people die in separate road accidents in Parel and Malad,"MUMBAI: Two people lost their lives in separate accidents in Parel and Malad on Friday. The tempo driver in the first incident and a car driver in the second were both booked for causing death by negligence. Two people die in separate road accidents in Parel and Malad  According to the police, the first accident took place on the Hindmata Bridge in Parel. Harsh Yadav, 21, a college student and resident of Hari Om Nagar in Powai, picked up his fri",1
4235e1bc7aabdefed33a611f15ea443c,"Gurugram man rams car into law student after dozing off while driving, held","A 31-year-old civil engineer based in Gurugram was arrested on Thursday for ramming his car into two people after he fell asleep while driving. The CCTV footage of the incident, which took place on June 24, has gone viral.(Video screengrab)  The accused, identified as Mohit, hit two friends with his car on the Delhi-Jaipur Highway, police told PTI news agency.  Know the latest trending news with HT. Read detailed articles here  While one of the f",1
b8188d2b973d5fd44b4cf166881ab8d6,"1 dead, 3 injured as sleepy driver rams car into trailer","NAVI MUMBAI: A 38-year-old died in an accident on Mumbai-Goa highway when the deceased’s friend, who was driving the car, was sleepy and rammed into a parked trailer. The driver has been booked for negligent and rash driving. 1 dead, 3 injured as sleepy driver rams car into trailer  According to the police, the incident occurred at 1:30 am on Tuesday on the Mumbai-Goa highway in Raigad district when the speeding car rammed into a trailer parked i",1
2e24197ceaeb2427423e49cd1db99c5d,"Tragedy in Malihabad:Teen dies in mishap, friend ends life hours later",": In a deeply tragic incident in Malihabad on Wednesday morning, two teenage friends lost their lives within hours of each other—one in an accident, the other, unable to cope with the loss, by suicide. Both bodies have been sent for post-mortem examination. As of now, no formal complaint has been lodged by the families (For representation only)  According to police, Manish Kumar (18) and Sagar (19), both residents of Sarawan village, were walking",3
94266c00e5f726405c519c781df46164,"Four, including infant, killed as car plunges into canal amid heavy rain in Haldwani","Haldwani: Four people, including an infant, were killed and three others were injured when the vehicle they were travelling in skidded off the Rampur road and plunged into a canal in Nainital district’s Haldwani on Wednesday morning, police said. The car had skidded off the Rampur road and plunged into a canal in Nainital district’s Haldwani on Wednesday morning. (Sourced/HT)  The accident occurred amid heavy rainfall, trapping seven people. A po",1
6f01629994a7737b0cae6ef5ceec2725,Army havildar dies after dummy bomb dropped from drone falls on him during training,"BHOPAL: A 37-year-old havildar in the Indian Army died due to an accident during a training exercise at Bhopal’s Sukhi Sevaniya range, police said on Tuesday. A senior police officer said Vijay Singh, 37, died on the spot after a dummy bomb dropped from a drone struck him on the head. (FILE)  A senior police officer said Vijay Singh, 37, died on the spot after a dummy bomb dropped from a drone struck him on the head.  Know the latest trending new",2
247ef3813f362e26899b06e749a14172,"Woman killed, family injured as landslide hits Uttarakhand's Badrinath highway","A woman pilgrim from Haryana died, while her husband and 10-year-old daughter were injured on Monday when their car was hit by a landslide near Patalganga, between Joshimath and Pipalkoti on the Badrinath national highway in Uttarakhand's Chamoli district. Police and State Disaster Response Force (SDRF) teams reached the spot and launched relief-and-rescue operations.(ANI)  District Magistrate Sandeep Tiwari said the injured girl and his father h",1
1d5f46608d204f8e133ff70c34345068,"One killed, 5 injured as SUV hits tempo in Himachal's Una","Una , A person was killed while five others, including three of a family, were injured in a collision between an SUV and a tempo in Himachal Pradesh's Una district, police said on Monday. One killed, 5 injured as SUV hits tempo in Himachal's Una  The accident occurred in Barnoh village on Sunday when a couple along with their two children were en route to their home in Lamlaihari from Una in the tempo.  Know the latest trending news with HT. Read",1
7ca5107a72e2a409ea0b7382fb4ac7dd,Chandigarh: 35-year-old man dies of electrocution,"A 35-year-old man, Surendra Kumar, died after being electrocuted near a park in Vikas Nagar, near Nayagaon, late Friday night. The incident occurred around 11 pm when he accidentally came in contact with an electric pole while returning home. Victim is survived by his wife and two daughters, aged 5 and 7. (HT File)  Surendra had just dropped off some friends and was walking home after parking his vehicle when the mishap took place. Emergency serv",2
88902185b74b68a86c81678f73d49da8,Man killed by speeding metro feeder bus in Delhi's Shastri Park,"A man died after being run over by a speeding metro feeder e-bus on GT Road near the Shastri Park area in northeast Delhi, an official on Saturday said. A case has been registered and further investigation is underway, police said.(ANI)  The victim, identified as Aamir, was on his way to Seemapuri when the accident occurred near the GT Road bus terminal, he said.  Know the latest trending news with HT. Read detailed articles here  According to pr",1
e942f3f8f45f8963ae835738249ff5b5,Who is Amanda Kempton? Virginia woman charged in fatal hit-and-run that killed Netflix star Sara Burack,"Amanda Kempton, a 32-year-old woman from Virginia, has been arrested in connection with the fatal hit-and-run that killed real estate agent and Netflix personality Sara Burack, the Daily Mail reported. Netflix star Sara Burack was killed in a hit-and-run crash on Friday. (X)  Burack, known for her appearance on Netflix’s Million Dollar Beach House, was struck by a vehicle shortly before 3:00 a.m. on Friday along Montauk Highway, near Villa Paul R",1
1b9aa6bc49accf3d1721e25f7de0a24a,"9 killed after SUV, truck collide heads-on in Bengal","Nine people were killed in a head-on collision between a truck and a car in West Bengal's Purulia district on Friday morning, police said. The West Bengal police said that the matter is under investigation.(Representational Photo)  The accident occurred around 6.30 am on NH-18 in Namshol village within the Balarampur Police Station limits in the district, an officer said.  Know the latest trending news with HT. Read detailed articles here  ""The h",1
b880af42d6f3fc9e5e60dfd69518966b,Fire breaks out in Noida Sector 36 due to AC explosion,"A massive fire broke out in Noida Sector 36 of Uttar Pradesh due to a blast in the air conditioner. As of now, no casualties have been reported due to the accident. The fire, which was triggered by an AC blast, was extinguished by two fire engines.(Unsplash/representational)  Fire tenders had rushed to the accident spot, and with the help of two fire engines, they were able to douse the fire.  Know the latest trending news with HT. Read detailed",2
106aeaff4d423ed3b8f5e1491b1e7fb3,Air India Ahmedabad plane crash: ‘Worst’ seat rechristened as Miracle Seat 11A after Vishwash Kumar Ramesh survives,"June 12, 2025 will go down as one of the darkest days of this year in the pages of history. On this day, 30 seconds after departure, Air India Flight 171, a Boeing 787-8 Dreamliner headed to London crashed into the hostel of Ahmedabad's BJ Medical College. This tragic accident took the lives of 241 people onboard, including 12 crew members, apart from 28 people on the ground who were killed. The lone survivor was a passenger named Vishwash Kumar",2
db865b3e64d4b15bf0cc9f9f1e251886,"Patna police woman constable killed, 3 other cops injured as speeding car hits them: Report","A speeding SUV rammed police personnel at a checkpoint on Atal Path in Patna, killing a 25-year-old woman constable and critically injuring three others. The incident occurred around 12:30 am in the SK Puri police station area of Bihar's capital. The speeding vehicle also suffered damage to its bonnet and had a BJP flag on it. However, the police have not yet confirmed any political link to the car or its occupants. The incident happened on the i",1
7312b270f2e466480757cdfef075ad69,Pune: Woman riding pillion on scooter crushed to death by truck at traffic junction,"A 29-year-old woman riding pillion on a scooter was killed and her relative injured after their two-wheeler was hit by a truck at a busy traffic junction in Pune city on Wednesday morning, police said. Woman riding pillion killed as truck runs over scooter in Pune(Representative image/Unsplash)  The woman, Dipali Yuvraj Soni, died on the spot, while Jagdish Soni (61), who was riding the scooter, sustained injuries in the accident which took place",1
c1ee5f551c5724f959e1492b3b752bb0,"Country musician Conner Smith fatally hit pedestrian with truck. No charges now, but probe ongoing","NASHVILLE, Tenn. — Country musician Conner Smith fatally hit a pedestrian while driving his truck in Nashville over the weekend, and he currently faces no charges as an investigation continues, police said. Country musician Conner Smith fatally hit pedestrian with truck. No charges now, but probe ongoing  Metro Nashville Police said Smith, 24, hit Dorothy Dobbins, 77, Sunday evening while she was crossing the road inside a marked crosswalk. Dobbi",1
f63192b0bf093b4c101b60e9d4f2e7a1,Three decomposing bodies found in car fallen in nullah in Shahapur,"MUMBAI: Three decomposing bodies were found on Thursday in a car that had fallen into a nullah near Umbermali village along the Mumbai-Nashik highway. Police suspect an accident took place five days ago but went unnoticed as the car was concealed by dense vegetation. Representative image of a car accident (HT Photo)  On Thursday, when a woman from the village was grazing her cattle, she noticed the half-submerged car and a foul smell emanating fr",1
1bf435b34d026fb7ed38b0bb4c7c685d,Narrow escape for Odisha minister after his vehicle collides with truck,"Bhubaneswar, Jun 6 (PTI) Odisha Food, Supplies and Consumer Welfare Minister K C Patra had a narrow escape on Friday after his car collided head-on with a truck at Barang in Cuttack district, police said. Though no one was injured in the accident, Patra’s car suffered damages on the front portion. (X)  The incident took place at Sandhapur Square on the Banki Main Road when Patra was on his way to Bhubaneswar, they said.  Know the latest trending",1
613e8cd0d54afadcead5b0a882b1f120,Two trucks catch fire after collision on expressway near Ahmedabad,"Vehicular movement was disrupted on National Expressway 1 on Thursday morning after two trucks caught fire following a collision, around 10 km before Ahmedabad, officials said. Station Fire Officer Mata Prasad Pandey said the incident occurred at approximately 4:15 am when a parked truck was hit from behind by another vehicle. One truck driver was injured in the truck fire that broke out on National Expressway 1 in Ahmedabad.(Representational Ima",1
66cd768c0686426d0c4619b6235e7275,"Ajmer: Three of a family die of electrocution, fourth member critical","At least three people died of electrocution after they came in contact with a high-tension wire while plastering a wall at their under-construction house in Kekadi area of Ajmer in Rajasthan, officials said. Representational image.  “The incident took place at 7am on Wednesday. Four of the family members were working on the roof when it happened. Three died on the spot, while the fourth is critical,” Savar station house officer Banwari Lal said.",2
bcd093970d12edbaca83aeb33f231998,"Nine killed, two injured as truck overturns on van in Madhya Pradesh's Jhabua","Nine persons were killed and two others injured after a cement-laden trailer truck overturned on a van in Madhya Pradesh's Jhabua district in the wee hours of Wednesday, police said. The accident took place at around 2.30 am when the victims, belonging to the same family, were returning from a marriage function.(AI generated image)  The accident took place at around 2.30 am when the victims, belonging to the same family, were returning from a mar",1
66a9af64cb174ec4c9725a0d08b3076f,UP couple returning after distributing son's wedding card dies in road crash,"A couple, who were returning on a motorcycle after distributing their son's wedding cards, died in a road accident in Uttar Pradesh's Bijnor district, police said on Monday. Their motorcycle was hit by an unidentified vehicle on the Nagina-Dhampur road(Pixabay/Representative)  The accident occurred on late Sunday when 62-year-old Khub Singh and his wife Lali Devi, 56-year-old, were returning home after distributing cards among relatives for their",1
d2ba8e8b95ec48ff335be6427cc13c79,Man cheats death in bridge accident that looks straight out of a movie: ‘Tom Cruise’s stunt double’,"In a scene that feels straight out of a high-octane action thriller, a man’s death-defying leap from a moving motorcycle has left the internet stunned. The viral video, which surfaced on the social media platform X, captures a moment of extraordinary reflex and sheer luck, as the man narrowly escapes a potentially fatal fall during a harrowing accident on a bridge. A viral video showed a man narrowly escaping a bridge accident by leaping off a cr",3
6190b9fb0b45b043d44200907fa27501,Five drown in two separate incidents in Pune,"Four teenage boys drowned while swimming in a percolation tank in Kadachiwadi near Chakan on Saturday. The deceased have been identified as Omkar Babasaheb Hange,13, Shlok Jagdish Mankar, 11, Prasad Shankar Deshmukh, 11, and Naitik Gopal More, 12, all residents of Medankarwadi. Preliminary investigations suggest that the boys were not familiar with the water body’s depth, resulting in the fatal accident. (REPRESENTATIVE PHOTO)  Pramod Wagh, senio",2
df82b813d7797a684d79ea2f37ccd673,Six police personnel injured as vehicle falls into gorge,"Six police personnel were injured after their vehicle skidded off the road at Uroosa near the Line of Control in Uri. The injured personal were shifted to sub district hospital Uri for treatment were doctors declared their conditions stable, said police spokesperson. (File)  Police said that an accident took place at weak bridge Uroosa Uri when a vehicle from Uroosa police post bearing number JKo5AA 5620 skidded off road and fell in a gorge resul",1
f97567005ebe4ae5f1e58019ddd97350,Chandigarh: Scooterist dies 12 days after being hit by SUV,"Police have booked the driver of an SUV that hit a scooterist near the Sector 39/40 light point, claiming her life. The victim, 22-year-old Neha, a resident of Sector 39-D, Chandigarh, succumbed to her injuries on May 22, 12 days after the accident, while undergoing treatment at Government Medical College and Hospital in Sector 32. (HT Photo)  The victim, 22-year-old Neha, a resident of Sector 39-D, succumbed to her injuries on May 22, 12 days af",1
83b61f41da61b07988a8911d0987aa24,Theatre ceiling falls on woman during Final Destination Bloodlines screening; Internet calls it 5D experience,"The American supernatural horror film Final Destination: Bloodlines has been giving fans plenty of reasons to jump from their seats. But during a recent screening in Argentina, fiction blurred with reality when a cinema-goer was nearly crushed by a falling ceiling. (Also Read: Final Destination Bloodlines box office day 4: Film weathers Mission Impossible 8 storm in India, mints $102M globally) Tony Todd's final appearance on screen in Final Dest",2
e3035acc644d38b35ad6d2de4ffa05b3,"‘I am not dead yet’: Woman in China falls from 12th floor, calls husband for help from ground","In a shocking incident in southeastern China, a 44-year-old woman survived a fall from the 12th floor and even managed to call out to her husband for help after hitting the ground. The extraordinary story of Peng Huifang, a factory cleaner from Leping in Jiangxi province, has captured nationwide attention for her miraculous survival, reported the South China Morning Post. The incident occurred when she was assisting her husband, who runs a window",2
d6eea850e131455b167a62972532cca5,Two lives snuffed out in separate road mishaps in Panchkula and Mohali,"Two persons lost their lives in separate road mishaps in Panchkula and Mohali on Wednesday. In the second case, a 59-year-old man riding a Honda Activa scooter succumbed to his injuries while undergoing treatment after being hit by a speeding Hyundai Verna car in Sector 77, Mohali. (HT Photo)  In the first case, a 31-year-old IT professional died in a hit-and-run near a park in Sector 24 in Panchkula. The victim, Amit Sheoran of Sector 27, who wo",1
87f2525d4517db7144613ce89d8fe0e1,Driver killed as taxi falls into Mandi gorge,"A 20-year-old taxi driver was killed after his vehicle fell into a 200-metre gorge near Sarachi in Seraj area of Himachal’s Mandi district on Tuesday, police said. Mangled remains of the car after the accident in Mandi on Tuesday. (Birbal Sharma/HT)  The deceased was identified as Bhupendra Kumar, a resident of Dhar Jarol village in Janjheli, Thunag tehsil in Mandi. According to reports, the incident occurred around 1 am when Singh was returning",1
29f6b91ab1cb31c15d5a3809c4e22f3f,ASI killed in high-speed car collision in Panchkula,"A speeding car snuffed out the life of an assistant sub-inspector of the Haryana Police after ramming into his four-wheeler on the dividing road of Sectors 26 and 27 on Sunday night. Victim’s car flipped multiple times before hitting roadside berm near Sector 26 in Panchkula. The driver of other car fled the scene. (HT)  The victim, identified as Anil Kumar, 44, was posted at the police lines in Panchkula and resided with his family, originally h",1
3114299d78098ec9a472dcc63e3e2cc4,Five dead as car plunges into dry riverbed near Khed,"Mumbai: Five persons were killed and two others were injured when their speeding car plunged into a dry riverbed in Ratnagiri district in the early hours on Monday. The group was on its way to Devrukh in Ratnagiri to attend a funeral. Local residents and the police rescued the passengers from the mangled vehicle (Screengrab from video)  According to the police, the group of seven passengers from two families left for Ratnagiri from the Indraprast",1
1461bfd743306957ca53ef444c6c8f46,Three killed after bike collides with parked truck in Kaushambi,"Three persons, including a father-son duo, were killed in an accident after their bike collided with a truck parked on the side of the highway near Ajuha Kaini area under Saini Kotwali police station of Kaushambi district on Sunday morning. (Pic for representation only)  Police have sent the bodies for postmortem examination. The victims were going from Prayagraj to Kanpur Dehat on the bike when the accident took place.  Know the latest trending",1
58f427e1e0b39ea9eef2a60297b935ee,Speeding truck mows down people assisting accident victims in Rajasthan,"Four people assisting victims of a road accident were killed and eight others injured when a speeding truck hit them in Dungarpur district of Rajasthan, police said on Sunday. The injured were rushed to a hospital at Sagwara in Dungarpur, where four people were declared dead.(Representative Image)  The incident occurred under Sabla police station limits at around 11.30 pm on Saturday, they said.  Know the latest trending news with HT. Read detail",1
82e7d084e10e37406fc7d8f647bcb64c,"Caught on cam: Man runs SUV over security guard in Delhi, arrested","The Delhi Police has arrested a 24-year-old man for allegedly attempting to murder a security guard by crushing him with his SUV near Mahipalpur flyover in southwest Delhi. The police said that the accused has been identified as Vijay, also known as Lale. (PTI)  According to PTI news agency, the incident took place on Sunday evening when the victim, Rajiv Kumar, was ""intentionally"" hit by the vehicle.  Know the latest trending news with HT. Read",1
161f2067c27661b47021a4b92062abf7,UP: Road death victim found killed for ₹50 lakh insurance in Sambhal; 4 nabbed,"What initially appeared to be a simple road accident turned out to be a cold-blooded murder, as police here uncovered a plot to kill a Dalit man with disability for a ₹51 lakh life insurance claim. On August 1, 2024, an FIR was registered at Chandausi Police Station, stating that Dariyab was killed in a hit-and-run near Sainik Chauraha. (File)  A sibling pair, a convicted criminal, and an insurance agent, behind the conspiracy, are now behind bar",3
188e8a53e049ec7100d7305c6a3b1733,John Elway was drunk before golf cart accident? New party photos spark fresh concerns,"NFL legend John Elway was spotted partying alongside several celebrities hours before the golf cart accident that killed his good friend and agent, Jeff Sperbeck. In one picture published by TMZ, the former Denver Broncos quarterback could be seen drinking from a styrofoam cup, causing social media users to believe that the 64-year-old might have been drunk. John Elway was spotted partying hours before the golf cart accident last week(Instagram/J",2
924fa994e0fc79eea7553110aa8b7e0d,"Jeff Sperbeck, John Elway’s longtime agent, dies after tragic golf cart accident","Jeff Sperbeck, longtime agent and friend of NFL legend John Elway, has died after a tragic golf-cart accident that left him on life support, TMZ reported on Wednesday, citing officials. The former quarterback's agent fell off the back of the cart, which was being driven by Elway. He was 62 years old. Jeff Sperbeck (R), agent of NFL legend John Elway, has died(Facebook)  The Riverside County coroner confirmed Sperbeck's death in a press release. T",2
dad7d4b66cc7c5600ffd6697584e1e0a,Accident near University of Delaware shuts down East Main Street in Newark,"An accident near University of Delaware in Newark shut down the busy East Main Street, starting at the South Chapel Street intersection, on Tuesday. In response, drivers have been asked to avoid the area and seek alternate routes. An accident near University of Delaware in Newark shut down the busy East Main Street.(UnSplash)  “The City of Newark is advising motorists of a road closure in the area of East Main Street starting at South Chapel Stre",1
1f55186248b9f92873f44424e2a29494,Kai-Ji Adam Lo: Vancouver car-ramming suspect called police a day prior; details revealed,"Kai-Ji Adam Lo, the 30-year-old Vancouver man who plowed into a crowd at the Lapu Lapu festival on Saturday, contacted the police a day before the car-ramming. At least 11 people were killed and several others were injured in the incident. Officials revealed that Lo had multiple previous interactions with police and mental health professionals. Kai-Ji Adam Lo contacted police a day before the Lapu Lapu car-ramming(Reuters)  On Monday, Sgt. Steve",1
60cfb7b7be5300aa9c43309e078860cb,Jagmeet Singh ‘horrified’ after Lapu Lapu car-ramming incident days before Canada election,"National Democratic Party candidate Jagmeet Singh, who greeted Lapu Lapu festival-goers on Saturday, said that he was ‘horrified’ to learn about the car-ramming incident at the Vancouver event. The accident took place two days before Canada goes to the polls. Jagmeet Singh was at the Lapu Lapu festival hours before the car-ramming incident on Saturday(AP)  Several people were killed after a driver plowed into a crowd at the street festival. ""A nu",1
013f53f282321a2d4dce31eb1f599274,"Private bus hits flyover pillar in Maharashtra's Bhiwandi, 1 killed","A private bus carrying picnic goers crashed into a divider at the Mumbai-Nashik highway in Bhiwandi, Maharashtra, on Friday, resulting in the death of a young girl and leaving 10 others injured. As per the medical officer, the accident occurred due to the brake failure.(Getty Images/iStockphoto)  Speaking to ANI, Medical Officer of IGM Hospital, Dr Mohammad Izhar Ansari said, ""A bus met with an accident due to brake failure... So far, 10 people h",1
fd74ea21d30557d633866c572c39e587,"Pickup van mows down 6 sanitation workers on Delhi-Mumbai Expressway, 5 injured","Nuh: Six sanitation workers were killed and five others critically injured on Saturday morning after a speeding pickup van ploughed into them while they were cleaning the Delhi-Mumbai Expressway near Ibrahim Bas village in Firozpur Jhirka, police said. The driver of the pickup van fled leaving the vehicle at the spot on the Delhi-Mumbai Expressway near Ibrahim Bas village in Firozpur Jhirka, police said.  The incident took place around 10 am when",1
e43cd53424f281b52188d6af908655c1,27-year-old man dies after his car gets crushed between two trucks on Mumbra bypass road,"Mumbai: A 27-year-old man died in an accident on the Mumbra Bypass Road in the early hours of Tuesday when a truck driver lost control and rammed into his car, crushing it into a container truck ahead. A case has been registered against the unidentified truck driver, who is absconding, under section 106 (causing death by negligence) of Bharatiya Nyaya Sanhita. The deceased was identified as Vishnu Pal, a resident of Mahape in Navi Mumbai. Thane,",1
ea9f7c7f8bff908d760ed90de1902d1e,"8 dead, 6 injured as SUV plunges off bridge in Madhya Pradesh","Eight persons were killed, and six others sustained injuries after an SUV fell off a bridge onto a dry river bed in Madhya Pradesh's Damoh district on Tuesday, police said. In the Damoh district of Madhya Pradesh, an SUV crashed from a bridge onto a dry riverbed, killing eight people and injuring six more. (PTI/representative )  The accident occurred near Simri village under the Nohata police station area around 11 am, an official said.  Know the",1
4cb6dde8e0953cf7b493e089da9d10b3,"Punjab: 3-year-old mowed down by speeding SUV in Jalandhar, accused arrested","A 25-year-old accused Himanshu has been arrested for mowing down a three-year-old boy near Jalandhar’s Kishanpura chowk on Monday, police said. The video of the incident went viral on social media. As per the FIR, the SUV driver crushed a stray dog before running over the victim in Jalandhar. (Representational image)  The deceased has been identified as Tripur, who was playing outside his residence when the incident happened. The accused fled fro",1
8f45b208ed939eed0a96257bc36cb1bd,"3 killed, 12 hurt as truck hits multiple vehicles on highway in Pune","Three persons were killed and 12 others injured after a truck crashed into five vehicles on the old Pune-Mumbai highway near Lonavla hill station here in Maharashtra, police said on Monday. The truck apparently suffered a brake failure while descending a slope.(Representational)  The incident took place at 10.20 pm on Sunday at Battery Hill near Bor Ghat.  Know the latest trending news with HT. Read detailed articles here  The truck apparently su",1
cdf088550b55bdc29923bbd7e735d093,Family of four killed after their car rams into stationery truck in UP's Fatehpur,"Kanpur , Four persons, including an elderly couple, were killed and two others were seriously injured when their speedy car rammed into a stationary truck on Saturday in Uttar Pradesh's Fatehpur district, police said. Family of four killed after their car rams into stationery truck in UP's Fatehpur  The accident took place on National Highway-2 near Sujanipur crossing in Khaga, Fatehpur, when the elderly couple, along with their family members, w",1
da8270080f881ed32da1d31071cc3404,Four dead in ‘unimaginable’ cable car crash near Italy's Naples,"Four people died and one suffered life-threatening injuries after a cable car crashed to the ground near Naples in southern Italy on Thursday, mountain rescue services and firefighters said. A cable broke on the link taking tourists from the town of Castellammare di Stabia, on the Gulf of Naples, to Mount Faito, about three kilometers (1.8 miles) away, reports said.(AFP/Corpo Nazionale Soccorso Alpino e Speleologico (CNSAS))  The accident happene",2
