id,title,text,date,source,classification
bab9ab9ff94daa916aee36672d110915,Man miraculously escapes unscathed after getting trapped between two buses. Video,"A terrifying incident has left netizens stunned after a man narrowly escaped being crushed between two buses. According to Times Now, the event occurred in Tamil Nadu and was captured on video, which has since gone viral on social media. A man in Tamil Nadu had a miraculous escape after being trapped between two buses. (X/@Venkatesh_G1324)

(Also read: Man survives crash with miraculous landing on pickup truck bonnet after hitting divider. Video)

Know the latest trending news with HT. Read detailed articles here

The video, shared on X (formerly Twitter), shows the man attempting to cross a road to board a bus when disaster struck. A second bus veered into the wrong lane, colliding with the first and trapping the man in between. Miraculously, he walked away from the ordeal with only a limp.

Take a look here at the video:

The video was shared with the caption: “A man got stuck between two buses while crossing the road in Pattukottai, Tamil Nadu. Fortunately, he escaped without any injuries and walked away limping. This is the miracle, this is the misfortune, this is his.”

Scooter rider’s astonishing survival

In another shocking incident caught on camera, a scooter rider narrowly escaped a potentially fatal accident after colliding with a ramp in front of a divider. Losing control of his vehicle, the rider was flung forward, landing on the bonnet of an oncoming pickup truck.

(Also read: Commuter looking into phone narrowly escapes death as speeding train arrives. Heart-stopping video)

The driver’s quick reflexes, slamming the brakes just in time, likely saved the rider’s life. In a moment that seemed straight out of a movie, the rider calmly climbed off the bonnet, surveyed the scene, and retrieved his fallen scooter.

Watch the clip here:

Netizens react with shock and relief

Both videos have sparked widespread discussion online, with users expressing disbelief at the miraculous escapes. One user commented, “This man is the luckiest person alive today.” Another wrote, “These incidents are a reminder of how unpredictable life can be.”",2025-01-25T14:33:24+05:30,Times of India,1
d21c92d9f13395aa8cf4bfd8f056921e,Death toll rises to 71 in Southern Ethiopia road accident,"The death toll from a road accident in southern Ethiopia has risen to at least 71, according to a local police official. At least 71 people have died in a vehicle accident in southern Ethiopia.(Unsplash/representational)

In a Facebook post late Sunday, the Sidama Police Commission Traffic Prevention and Control Directorate said that ""68 males and three females are known to have died in the accident so far"", citing Chief Inspector Daniel Sankura.

Know the latest trending news with HT. Read detailed articles here

The police commission said the incident occurred at around 5:30 pm local time (1430 GMT) when the vehicle plunged off a road and into a river.

Also read: Uma Thomas MLA still critical: Police book organisers for safety lapses

The post added that ""two others have sustained heavy physical injuries"", but did not detail any further information about the number of passengers onboard at the time of the incident.

The accident occurred in Sidama state -- some 300 kilometres (180 miles) south of the capital Addis Ababa -- in the Eastern Zone, in Bona Zuria Woreda.

Blurred images shared by the health bureau earlier showed a mass of people surrounding a vehicle, partially submerged in water, with many seemingly attempting to help pull it from the waters.

Also read: South Korea plane crash: What led to the deadly Jeju Air aircraft accident?

Other images shared by the bureau appeared to show bodies, some covered in blue tarpaulin, lying on the ground.

Road accidents are common in Ethiopia, Africa's second most populous nation, where roads are often poorly maintained.",2024-12-30T12:26:42+05:30,Times of India,1
e18a44613a0712121ddaa94f8d975942,Jaipur gas tanker crash: CCTV shows fire sweeping nearby property moments after accident | Video,"CCTV video at a property near the spot where a gas tanker collided with other vehicles on Jaipur -Ajmer highway in Rajasthan showed fire engulfing the premises within seconds and leaving a trail of destruction. Firefighters at the site of the accident after a truck loaded with a chemical collided with some other vehicles and caught fire on the Jaipur-Ajmer Highway.(PTI)

Other visuals showed smoke engulfing a street after the tanker collided with other vehicles, leading to a blast and fire.

Know the latest trending news with HT. Read detailed articles here

The deadly collision that killed at least seven people and injured over 35 people turned a stretch of the Jaipur-Ajmer highway into an inferno on Friday morning, as over 30 vehicles were up in flames with thick black smoke arising from them filling the sky. The incident happened near a petrol pump.

Officials said there are chances that some people could not get out of their vehicles and were charred inside.

As per witness accounts, flames were visible from nearly a kilometre away as ambulances and fire brigade vehicles rushed towards the crash zone.

Rajasthan health department officials told news agency PTI that seven people died in the crash while more than 35 were injured.

Police said the situation will become clear once all the vehicles are thoroughly checked.

Amit Shah speaks to Rajasthan CM

Rajasthan Chief Minister Bhajan Lal Sharma and Health Minister Gajendra Singh Khimsar rushed to the SMS Hospital, where the injured were admitted.

Sharma spoke to administration officials and doctors and issued directions to ensure proper treatment was facilitated. He also visited the accident site and spoke to police officials.

Home Minister Amit Shah also spoke to the Rajasthan chief minister and took stock of the situation.

In a post in Hindi on X, the chief minister said, ""Deeply saddened to hear the news of casualties in the gas tanker fire incident on the Jaipur-Ajmer National Highway.

As soon as the information about the incident came, I went to the SMS Hospital and directed the doctors there to provide immediate necessary medical facilities and take proper care of the injured.""

Jaipur Police Commissioner Biju George Joseph and other officials of the department were at the spot on the highway.

Khimsar told reporters that nearly half of the injured brought to the hospital were in very critical condition.

""All doctors, resident doctors and nursing staff were called in to manage the situation. Another ward has been opened so that patients can be accommodated. Some people got primary treatment in nearby hospitals,"" he said.

The Jaipur Police has issued the helpline numbers 9166347551, 8764688431 and 7300363636 for people to get in touch for inquiries or relevant information.",2024-12-20T14:07:53+05:30,Times of India,1
dc95b8674609bc9d75244318a4349589,Mumbai: Death toll rises to 8 in Kurla BEST bus accident as man succumbs to injuries,"A 55-year-old man, who was among the several persons injured in the BEST bus accident in Kurla area of Maharashtra's Mumbai, died on Monday morning, taking the death toll to eight, a civic official said. Sanjay More, who was intoxicated when he drove the BEST bus that killed eight people, swerved into the busy market at an unsafely high speed and struck stopped and moving cars, including a police jeep.(PTI)

The electric bus, hired by the civic-run Brihanmumbai Electric Supply and Transport (BEST) undertaking on wet-lease basis, ploughed into a crowd and fatally knocked down seven persons and injured 42 others on a crowded road in Kurla area on December 9.

Know the latest trending news with HT. Read detailed articles here

In addition, the accident caused damage to a number of other vehicles.

According to a Brihanmumbai Municipal Corporation (BMC) official, one of the injured, Fazlu Rehman, passed away on Monday morning while receiving treatment at the Sion Hospital.

A five-person team appointed by BEST has been formed to look into the Kurla accident.

Police are holding 54-year-old driver Sanjay More on suspicion of reckless driving.

It also said that BEST would provide ₹2 lakh each to the families of those who lost their lives and bear treatment expenses of the injured.

BEST administration has claimed that More received three days' training before he was allowed to drive the electric bus.

RTO authorities believe the accident, which was one of the most horrifying involving BEST buses in recent memory, may have been caused by human error and inadequate training for operating buses with automatic transmissions.

Win exciting prizes daily View T&C Back Q. Which Indian city has the best quality of living? Delhi Mumbai Bengaluru Please wait a moment.

A police officer and jail guard were arrested in Navi Mumbai for taking a bribe from an inmate's brother

A police officer and a senior jail official are facing charges for allegedly receiving and demanding a bribe to cease harassing a prisoner's relative in Navi Mumbai.

Police have filed a case against Taloja Jail senior officer Nivrutti Maneji Kannewad and constable Rahul Parmeshwar Garad under the Prevention of Corruption Act in response to a complaint, an officer stated.

He stated that the complainant, whose brother is a prisoner at Taloja Jail, was reportedly asked to pay the two a bribe of ₹10,000.

The complainant claimed that the two defendants at Taloja Jail had harassed his brother. According to reports, as the prisoner was taken to court for procedures, the abuse intensified.

Also read: Worker dies after grinder pulls him in at food stall in Mumbai

According to the official, the detainee told his brother at a meeting that the two authorities had asked for ₹10,000 in order to end the harassment.

He stated that after looking into the accusation, the Anti-Corruption Bureau discovered that the two had taken the bribe money on Saturday.",2024-12-16T11:37:22+05:30,Times of India,1
da5f41a84a1e29c4696ff455293fe46c,Man survives crash with miraculous landing on pickup truck bonnet after hitting divider. Video,"A chilling video has gone viral on social media, capturing a scooter rider’s astonishing escape from what could have been a tragic accident. The 10-second clip, shared by X user Mikku, has left viewers both stunned and relieved as they witness the man’s extraordinary luck and calm demeanour. A scooter rider narrowly escaped disaster, landing on a truck's bonnet after losing control. (X)

Scooter rider loses control, lands on pickup truck bonnet

The incident occurred when the rider, navigating a scooter, struck a ramp built in front of a divider, causing him to lose control. As his scooter skidded out of his grasp, he was thrown forward, landing squarely on the bonnet of an oncoming pickup truck. The driver’s quick reflexes in slamming the brakes averted a potentially fatal collision.

Know the latest trending news with HT. Read detailed articles here

(Also read: Commuter looking into phone narrowly escapes death as speeding train arrives. Heart-stopping video)

In an almost surreal moment, the rider calmly climbed off the bonnet, surveyed the scene, and walked back to retrieve his fallen scooter. His composed reaction left onlookers and social media users in disbelief, as the entire episode unfolded as though it were a scene from an action movie.

Watch the clip here:

Social media reacts: “Unbelievable luck!”

The video has amassed over three lakh views, with users expressing a mix of astonishment, relief, and humour.

One user marvelled at the rider's luck, commenting, “This man must have a guardian angel! Unbelievable how he walked away like that.” Another remarked on the driver’s swift reaction, noting, “Kudos to the pickup driver for being alert. This could’ve ended so badly.”

(Also read: Audi goes on rampage in Ahmedabad, drunk driver filmed smoking inside after crash)

While some were impressed by the rider’s composure, others joked about his nonchalant attitude. “He’s walking away like he does this every day,” quipped one user, while another wrote, “Is this man secretly a stunt double?”

Some users turned their attention to the infrastructure issue, pointing out the ramp as a hazard. “Why is there a ramp in front of a divider? This could have caused so many accidents,” one user criticised. Another said, “This is a classic case of poor road planning.”",2024-11-30T11:04:02+05:30,Times of India,1
84db64c900eb1daa6fae2c321e21a4f0,Disturbing video shows KSRTC bus run over woman in Karnataka's Tumakuru,"A woman was critically injured after being run over by a state-owned Karnataka State Road Transport Corporation (KSRTC) bus while crossing the road near the bus terminal in Tumakuru, located 70 km from Bengaluru. Eyewitnesses claimed the KSRTC bus was allegedly speeding (Representational Image)

A video posted on the social media platform X by a Karnataka portfolio could not be independently verified by HT Digital. According to the post, eyewitnesses claimed the KSRTC bus was allegedly speeding when the woman, apparently unaware of the approaching vehicle, stepped onto the road. As see in in the video, the collision was severe and resulted in critical injuries to the woman.

Know the latest trending news with HT. Read detailed articles here

Watch the video here:

Trigger warning: The following video contains distressing content. Viewer discretion is advised.

The post further claims that emergency services responded quickly, and rushed the woman to a nearby hospital, where she remains in critical condition.

(Also Read: On camera, state-run bus mows down bikers, crashes into cars on busy Bengaluru road)

Win exciting prizes daily View T&C Back Q. Which Indian city has the best quality of living? Delhi Mumbai Bengaluru Please wait a moment.

Recent accidents

A week ago, a 31-year-old Bengaluru techie was killed while navigating a crater-like depression on his scooter on Gear School Road in Kadubeesanahalli. Sai Raj Bilgundi, a resident of Kadubeesanahalli, was dragged along with his scooter for nearly 25 feet, Times of India reported.

In August, a similar incident from Bengaluru went viral, showing a Bangalore Metropolitan Transport Corporation (BMTC) bus mowing down two bikers and crashing into several cars on a busy road. The bikers sustained critical injuries.

According to the CCTV footage, the bus driver lost control, striking the bikers before colliding with a car and an SUV, causing significant damage. Although no lives were lost, the bikers were hospitalized. The incident reportedly occurred on the Hebbal flyover.

(Also Read: Bengaluru techie killed after being dragged by truck for 25 feet following scooter accident: Report)",2024-09-24T14:27:23+05:30,Times of India,1
1f34632bd0215d695bbdd0de18d41f59,"Driver killed, helper injured in truck accident in Bilaspur","An apple-laden truck overturned here in the early hours of Sunday, killing its driver while his helper sustained injuries, police said.The accident happened around 3 am near Garamoda on Kiratpur-Nerchowk four-lane section of the highway in Punjab-Himachal border, they said. According to police, the truck hit the divider, overturned on the road and skid to a halt a small distance away, with the apple boxes scattering on the road. (iStock)

Both the injured were rushed to All India Institute of Medical Sciences (AIIMS), Bilaspur where doctors declared the driver dead. The helper is undergoing treatment, police added.

Know the latest trending news with HT. Read detailed articles here

According to police, the truck hit the divider, overturned on the road and skid to a halt a small distance away, with the apple boxes scattering on the road. The truck was on its way to Punjab when the accident happened.

A case has been registered and investigation is underway, police said, adding that the driver and the helper are yet to be identified.",2024-08-19T00:35:21+05:30,Times of India,1
380549ba81f417dbf73f9e7f002e6f5d,Speeding dumper truck mows down 59-year-old woman in Kalina,"Mumbai: The police have arrested a 21-year-old dumper truck driver for mowing down a 59-year-old woman in Kalina, Santacruz East on Saturday afternoon. HT Image

The officials said the victim, identified as Lalitha Hanchate, was a househelp and was on her way to work towards the Kalina Market when the truck hit her from her left side at high speed, killing her on the spot.

Know the latest trending news with HT. Read detailed articles here

Hanchate lived with her grandson, Hitesh Jadhav, 15, and granddaughter, Priyal Jadhav, 12, at a rented house in Kalina. “Hanchate’s husband had died a few years ago. She was the only one who took care of the grandkids after her daughter died in an accident 10 years ago in Santacruz. The daughter was divorced and the father of the children does not keep in touch with them,” said an officer.

The news of her death has left everyone in the neighbourhood in shock. “Lalita was running her household by working very hard. She paid ₹4,500 per month and got her two grandchildren admitted to a private school in Kalina so that they receive a good education. The neighbours have now come together to help the children,” said Hanchate’s neighbour, Atul Krishna Gaikwad, 37, an employee at a private firm, who filed a police complaint at Vakola police station against the 21-year-old rash driver, Pawan Gajanan Chaugule, a resident of Devinagar area near IIT Powai.

Senior inspector Prakash Khandekar of the Vakola police station said, “We have registered an FIR under section 281 (rash driving) and 106 (1) (causing death of any person due to rash and negligent act) of the Bharatiya Nyaya Sanhita (BNS) against the dumper driver and arrested him.”

All the neighbours in Hanchate’s area gathered on Saturday to pool money to help the children continue their education and pay the rent for the home. “We will also meet the school principal and request the teachers to waive the fees. Few people are ready to take care of rent and we would provide them food,” said Gaikwad, who came to know about the accident at 1.30pm when the news of the incident spread in the neighbourhood..

“I was at home and some people in the area were talking about a woman from our neighbourhood being hit by a dumper at the junction on the road in front of Geeta Vihar Hotel. So I rushed to the accident spot and Hanchate’s grandson Hitesh also reached there,” added Gaikwad.

Hanchate was rushed to VN Desai Hospital where she was declared dead upon arrival. “The children are minor so one of her distant relatives lives in Karnataka and was informed about the incident and so they are on their way to Mumbai after that the hospital will hand over the body to them,” said Gaikwad.",2024-08-12T00:25:04+05:30,Times of India,1
ef16e37faf98697ed8d2fa18be2bd2e4,Ludhiana: Driver killed after truck rams into parked tractor,"A driver died after he rammed his over-speeding truck into a stationary tractor-trailer near Ladhowal toll barrier on the national highway on Monday morning after breaking the barricades. A tyre of the truck also burst in the accident. A driver died after he rammed his over-speeding truck into a stationary tractor-trailer near Ladhowal toll barrier on the national highway on Monday morning after breaking the barricades. (HT File)

The victim has been identified as Davinder Singh, 35, a resident of Gopal Nagar of Haibowal. On being informed the police reached the spot and initiated an investigation. The police suspect the truck driver broke the barricade intending to not pay the toll fee.

Know the latest trending news with HT. Read detailed articles here

Inspector Kulbir Singh, SHO at Ladhowal Police station, said that the impact of the accident was so strong that the truck driver died on the spot. It is suspected that the truck driver did not want to pay the toll fee due to which he crashed the vehicle into the toll barrier. After crossing the barrier, the tyre of the truck burst following which the driver lost control over the vehicle which crashed into a stationary tractor-trailer resulting in the driver’s death.",2024-08-05T23:12:28+05:30,Times of India,1
cc359a4a5ddd1ea6c4bc5d0d22c89144,"Woman, daughter killed in Hoshiarpur mishap","A 37-year-old woman and her daughter died after being hit by a car near the Harse Mansar area here, police said on Monday. Rekha Rani and her eight-year-old daughter, hailing from Himachal Pradesh’s Kangra, along with some other villagers were on Sunday night returning in a tractor-trailer after attending a fair at Baba Chingrawan, they said. An FIR has been registered at the Mukerian police station.

On their way, the vehicle stopped at the railroad crossing near the Harse Mansar area. Some passengers, including Rekha and Garima, got down from the tractor-trailer. While they were strolling nearby, a speeding car reversed and hit both. The girl died on the spot while Rekha succumbed to her injuries in a hospital.

Know the latest trending news with HT. Read detailed articles here

An FIR has been registered at the Mukerian police station, officials said, adding that further investigation is underway.",2024-08-05T20:39:24+05:30,Times of India,1
