id,title,intersection,severity,collision_type,vehicle_hitting,vehicle_hitted,multiple_vehicle,location,state,date,time,killed,injured,reference,pedestrian_involved,confidence
404dedc6df59baa7a7c1d0156f24e5a9,"Four, including infant, killed as car plunges into canal amid heavy rain in Haldwani",NA,Fatal,Single vehicle collision,car,NA,No,"Haldwani, Nainital district",Uttarakhand,Wednesday,morning,4,3,Hindustan Times,No,High
3de8e370eeb9ee04188aa92306d483ea,"Woman killed, family injured as landslide hits Uttarakhand's Badrinath highway",Highway,Fatal,NA,NA,car,NA,Uttarakhand's Chamoli district,Uttarakhand,NA,NA,1,2,ANI,NA,NA
35a78f0f2b522842041ab7ab714e12df,"One killed, 5 injured as SUV hits tempo in Himachal's Una",NA,Fatal,Head On,SUV,tempo,Yes,"Una district, Barnoh village",Himachal Pradesh,Sunday,NA,1,5,NA,No,NA
0eee3aee332ad9479e0a40b4d6ec9d9d,Man killed by speeding metro feeder bus in Delhi's Shastri Park,NA,Fatal,Hit and run,bus,pedestrian,No,Delhi,NA,NA,NA,1,0,ANI,Yes,High
ccaae6e7f6e0671c1e23ea30643d635a,Who is Amanda Kempton? Virginia woman charged in fatal hit-and-run that killed Netflix star Sara Burack,NA,Fatal,Hit and run,NA,NA,No,"Montauk Highway, near Villa Paul Restaurant in Hampton Bays, New York",New York,Friday,night,1,NA,Daily Mail,Yes,High
bbab6df161b7a40b77dc2a41fbefa854,"9 killed after SUV, truck collide heads-on in Bengal",Highway,Fatal,Head On,truck,car,Yes,Purulia district,West Bengal,Friday,morning,9,NA,NA,No,NA
a2c9dd1d342ebbd242f5510cae1cbdb5,"Patna police woman constable killed, 3 other cops injured as speeding car hits them: Report",Midblock,Fatal,Hit and run,SUV,pedestrian,No,Patna,Bihar,NA,night,1,3,Hindustan Times,Yes,High
3dad6b85afbda937c42cfaafd1764531,Pune: Woman riding pillion on scooter crushed to death by truck at traffic junction,Signalized,Fatal,Rear end,truck,scooter,Yes,Pune,NA,NA,morning,1,1,NA,No,NA
ea8b5347fdb74a3eae0737649a7d2826,"Country musician Conner Smith fatally hit pedestrian with truck. No charges now, but probe ongoing",NA,Fatal,Crossing (90degree),truck,pedestrian,No,Nashville,Tennessee,NA,evening,1,NA,NA,Yes,NA
09d36a8fed85816549990f18fb502e6e,Three decomposing bodies found in car fallen in nullah in Shahapur,Highway,Fatal,Single vehicle collision,car,NA,No,Mumbai-Nashik highway,Maharashtra,NA,night,3,0,Hindustan Times,No,High
558b72ad711c7448e378a81fc7a108a3,Narrow escape for Odisha minister after his vehicle collides with truck,NA,Property damage,Head On,truck,car,Yes,"Sandhapur Square, Banki Main Road, Cuttack district",Odisha,NA,NA,0,0,PTI,No,NA
a6db5b0a9e38dafb3bb79d7642a68713,Two trucks catch fire after collision on expressway near Ahmedabad,Highway,Non - fatal,Rear end,truck,truck,Yes,"National Expressway 1, Ahmedabad",Gujarat,Thursday,morning,0,1,NA,No,NA
1feccae58a21f9ef9b16cc77b610d4fc,"Nine killed, two injured as truck overturns on van in Madhya Pradesh's Jhabua",Bridge/Flyover,Fatal,Single vehicle collision,truck,van,Yes,Jhabua district,Madhya Pradesh,NA,night,9,2,NA,No,NA
0e83fad61698ed9d570d78697aafe73e,UP couple returning after distributing son's wedding card dies in road crash,NA,Fatal,Hit and run,NA,motorcycle,Yes,Bijnor district,Uttar Pradesh,Sunday,night,2,0,Times of India,No,High
318493ca2a3ce190ffe6a8da0e2a5a86,Man cheats death in bridge accident that looks straight out of a movie: ‘Tom Cruise’s stunt double’,Bridge/Flyover,Non - fatal,Side swipe,van,motorcycle,Yes,NA,NA,NA,NA,0,NA,NA,No,NA
12c0cdbf6479fc1ce10f1ce421931f4c,Six police personnel injured as vehicle falls into gorge,NA,Non - fatal,Single vehicle collision,NA,NA,No,Uroosa near the Line of Control in Uri,NA,NA,NA,0,6,Times of India,No,NA
be27542b84cb1ea1dcc4d77c33416519,Chandigarh: Scooterist dies 12 days after being hit by SUV,Signalized,Fatal,Rear end,SUV,scooter,No,"Sector 39/40 light point, Chandigarh",Chandigarh,May 10,NA,1,NA,Hindustan Times,No,High
e5ab078bd7a75ffd19e61b91a64ec9dd,Two lives snuffed out in separate road mishaps in Panchkula and Mohali,NA,Fatal,Rear end,car,"scooter, motorcycle",Yes,Panchkula and Mohali,Haryana,Wednesday,"night, morning",2,1,HT,No,High
ce6c0829cbde23886d3e483083781082,Driver killed as taxi falls into Mandi gorge,NA,Fatal,Single vehicle collision,NA,NA,No,Mandi district,Himachal,NA,night,1,0,Hindustan Times,No,NA
4c233a522539ec38657650b4c96664c3,ASI killed in high-speed car collision in Panchkula,Midblock,Fatal,Rear end,car,car,Yes,Panchkula,Haryana,Sunday,night,1,0,HT,No,High
c181bac97c9f69453b3ae39c952e711e,Five dead as car plunges into dry riverbed near Khed,Bridge/Flyover,Fatal,Single vehicle collision,car,NA,No,Ratnagiri,Maharashtra,Monday,morning,5,2,Times of India,No,High
c4f11b20caad4c94b0b35484e4b8da02,Three killed after bike collides with parked truck in Kaushambi,Highway,Fatal,Rear end,motorcycle,truck,Yes,Kaushambi district,NA,Sunday,morning,3,0,NA,No,NA
8e997270ee1356f8bfd87a1849bdf939,Speeding truck mows down people assisting accident victims in Rajasthan,Midblock,Fatal,Hit and run,truck,pedestrian,yes,Dungarpur district,Rajasthan,Saturday,night,4,8,NA,yes,NA
4e223c5014d31a2168b4e054771f71bc,"Caught on cam: Man runs SUV over security guard in Delhi, arrested",NA,Non - fatal,Hit and run,SUV,pedestrian,No,"Mahipalpur flyover, southwest Delhi",Delhi,Sunday,evening,0,1,PTI,Yes,High
9b4823ea23a9a042f6f1036fad1bdee3,UP: Road death victim found killed for ₹50 lakh insurance in Sambhal; 4 nabbed,NA,Fatal,Hit and run,car,pedestrian,No,Sambhal,Uttar Pradesh,"August 1, 2024",night,1,0,Times of India,Yes,High
415118f61db3bab6ba98971d5f976e5f,John Elway was drunk before golf cart accident? New party photos spark fresh concerns,NA,Fatal,Single vehicle collision,golf cart,NA,No,"La Quinta, California",California,last Saturday,evening,1,NA,Times of India,No,Low
38288224b87ebdb02119d324358d9ed1,"Jeff Sperbeck, John Elway’s longtime agent, dies after tragic golf cart accident",NA,Fatal,Single vehicle collision,golf cart,NA,No,La Quinta,NA,Saturday,NA,1,0,TMZ,No,High
f8ba2448d432d7e98893dd14d11bab24,Accident near University of Delaware shuts down East Main Street in Newark,NA,Non - fatal,NA,car,pedestrian,NA,Newark,Delaware,NA,evening,NA,NA,NA,Yes,NA
45c1d3d876a3247dc0a368323e42b263,Kai-Ji Adam Lo: Vancouver car-ramming suspect called police a day prior; details revealed,NA,Fatal,Single vehicle collision,car,pedestrian,No,Vancouver,British Columbia,Saturday,NA,11,Several,Reuters,Yes,High
9cd6b52b0540eda6807215a509509a5c,Jagmeet Singh ‘horrified’ after Lapu Lapu car-ramming incident days before Canada election,NA,Fatal,NA,car,pedestrian,No,Vancouver,NA,NA,evening,Yes,Yes,Times of India,Yes,NA
edc48aecfb6a8301e001a0dc023bbb7b,"Private bus hits flyover pillar in Maharashtra's Bhiwandi, 1 killed",Bridge/Flyover,Fatal,Single vehicle collision,bus,divider,No,"Mumbai-Nashik highway, Bhiwandi, Maharashtra",Maharashtra,NA,NA,1,10,NA,No,NA
210a0f3ad1d99953d7a5b95bb9cc21f0,"Pickup van mows down 6 sanitation workers on Delhi-Mumbai Expressway, 5 injured",Highway,Fatal,Single vehicle collision,van,pedestrian,No,Delhi-Mumbai Expressway near Ibrahim Bas village in Firozpur Jhirka,Nuh,Saturday,morning,6,5,NA,Yes,NA
17b0349c0b0aa3a107f7f1c1d9c8aef8,27-year-old man dies after his car gets crushed between two trucks on Mumbra bypass road,Highway,Fatal,Rear end,truck,car,Yes,Mumbra Bypass Road,Maharashtra,2025-04-22,night,1,0,Hindustan Times,No,High
01bec35138f5c134915a738a91e78157,"8 dead, 6 injured as SUV plunges off bridge in Madhya Pradesh",Bridge/Flyover,Fatal,Single vehicle collision,SUV,NA,No,Damoh district,Madhya Pradesh,NA,morning,8,6,NA,No,NA
d547591f25d988f94e8a2cd91324a7ac,"Punjab: 3-year-old mowed down by speeding SUV in Jalandhar, accused arrested",NA,Fatal,NA,SUV,pedestrian,No,Jalandhar,Punjab,Monday,NA,1,NA,NA,Yes,NA
9ae33e5721ee9b528a624782b601d130,"3 killed, 12 hurt as truck hits multiple vehicles on highway in Pune",Highway,Fatal,Multiple vehicle collision,truck,car,Yes,"Lonavla hill station, Maharashtra",Maharashtra,Sunday,night,3,12,NA,No,NA
adf10ba6db1e687b28bb1ecf0080d7c1,Family of four killed after their car rams into stationery truck in UP's Fatehpur,Highway,Fatal,Rear end,car,truck,Yes,Fatehpur district,Uttar Pradesh,Saturday,NA,4,2,NA,No,NA
64d873760b11dae2d434321849fabff2,"Bengaluru civic body truck driver, thrashed after boy’s death, dies in hospital weeks later: Report",NA,Fatal,NA,truck,two-wheeler,Yes,"Thanisandra Main Road, North Bengaluru",Karnataka,March 29,noon,2,NA,Deccan Herald,No,High
fb47b8fb36429bb3d10b787fd6820b95,"All on Joey Broom, John Clark and Jeffrey Little, Major League Fishing boat crash victims",NA,Fatal,NA,Nitro Bass boat,Center Console vessel,Yes,"Smith Lake, Cullman County, Alabama",Alabama,NA,NA,3,1,Times of India,No,NA
c09a55f1c6589e9e8b3c1abc89480e75,Cab driver dies after mob thrashes him over string of accidents in Ahmedabad,NA,Fatal,Single vehicle collision,car,NA,Yes,Ahmedabad,NA,NA,night,1,NA,Times of India,No,NA
7173033257688b69e405ce777ef26a5a,Three injured in multiple vehicle collision in Lucknow,Highway,Non - fatal,Rear end,"SUV, car, pickup van","car, pickup van",Yes,Lucknow-Sitapur National Highway,NA,Tuesday,NA,0,3,NA,No,NA
0aada15732e2e4e9e2da831d8423fdd6,Pakistan: Truck-coach collision in Khyber Pakhtunkhwa leaves 10 dead and 8 injured,Highway,Fatal,Head On,truck,coach,Yes,"Karak, Khyber Pakhtunkhwa",Khyber Pakhtunkhwa,NA,NA,10,8,ARY News,No,NA
c6b4048ae1d50f899a073e333ab300d6,One killed after MSRTC hits bike at Hindmata Bridge,Bridge/Flyover,Fatal,Rear end,bus,motorcycle,No,Mumbai,Maharashtra,"Apr 14, 2025",night,1,1,Hindustan Times,No,High
e467ee1eb1bdf15edb9b23bb53c1972a,Chinese car owner accepts 15 pancakes as compensation after food cart scratches his Range Rover,NA,Property damage,Rear end,breakfast cart,Range Rover,No,"Shenyang, China",NA,NA,morning,0,0,South China Morning Post,No,High
046126d092b8ac194c39bdf50c9045b7,"Bengaluru girl, 9, dies after father’s tractor overturns and falls into lake, sister injured: Report",NA,Fatal,Single vehicle collision,tractor,NA,No,East Bengaluru’s Whitefield area,Karnataka,NA,NA,1,2,Deccan Herald,No,NA
fe8a92f91c29b0d314ba31d87888e1e2,Two students killed in bike crash at Paud Phata flyover,Bridge/Flyover,Fatal,Single vehicle collision,motorcycle,NA,No,Kothurd,Maharashtra,NA,night,2,0,Times of India,No,High
6828447c381fea9aa40012169c53df7d,Panjab University scholar among 3 killed in late-night Mohali crash,Signalized,Fatal,Single vehicle collision,NA,Maruti Ertiga,Yes,Mohali,NA,NA,night,3,1,HT,No,NA
a177ebe655b0da8803156613fe61c752,Woman dies after being run over by JCB at Thane dumping ground,NA,Fatal,NA,JCB machine,pedestrian,No,Thane,NA,Sunday,NA,1,0,NA,Yes,NA
00b013684e43b735cc48ba02556c9bbc,Noida police explains why it delayed adding Lamborghini crash driver's name to FIR,NA,Non - fatal,Single vehicle collision,car,pedestrian,No,Noida Sector 94,NA,"Sunday, March 31, 2025",NA,0,2,Times of India,Yes,NA
24d3897416118c52bee70f2ee3f7013f,Was Noida Lamborghini speeding at 300 kmph? What initial investigation found in car crash,Roundabout,Non - fatal,Single vehicle collision,car,pedestrian,No,Noida Sector 94,NA,Sunday,NA,0,2,Times of India,Yes,NA
4cc2cd3ce527c841275301a200c5ae7f,"3 Gujarat policemen killed, cop injured in Haryana road accident",NA,Fatal,NA,truck,SUV,Yes,"Dabwali-Chautala road, Sirsa district",Haryana,Wednesday,morning,3,1,HT,No,High
610e2acf48e730a8c6f739540656d5f6,Delivery person killed by car driving on wrong side of the road in LBS Road,NA,Fatal,NA,car,scooter,No,"LBS Road, Mumbai",Maharashtra,Sunday,afternoon,1,NA,NA,No,NA
910c6569643ceea3258dd9f0d2e3a845,Telangana DSP killed as speeding bus runs over him in Rangareddy,NA,Fatal,Hit and run,bus,pedestrian,No,Rangareddy district,Telangana,NA,morning,1,0,Times of India,Yes,High
5fb1888b40e9034aae1f6b3b7695834b,Chandigarh: Porsche driver charged with culpable homicide,NA,Fatal,NA,car,scooter,yes,Sector 4 and 9,NA,March 10,night,1,2,NA,no,NA
62cb27fe158dc4976a500806960338a6,Vadodara car crash accused seen drinking from bottle minutes before accident,NA,Fatal,Multiple vehicle collision,car,two-wheelers,Yes,Vadodara,NA,NA,NA,1,4,"ANI, India Today",No,NA
194709b33e4eb5342e90b91d0c1847ec,"10 IIT students injured as vehicle falls into gorge in Sikkim, condition of three serious",NA,Non - fatal,Single vehicle collision,NA,NA,No,Sikkim's Mangan district,Sikkim,Saturday,night,0,10,Times of India,No,High
1cbe146b4ea07fac95a87f983eb332a2,"Jodhpur: Former BJP MLA’s son dies in high-speed car crash, friend hurt",Midblock,Fatal,Single vehicle collision,car,divider,No,"Nahar circle on Pal Road, Jodhpur, Rajasthan",Rajasthan,NA,night,1,1,Times of India,No,NA
f313a7c7e3d6f553df904c7663d8f58f,"Vadodara car crash: Accused Rakshit Chaurasia denies drunk driving, claims ‘lost control due to potholes’",NA,Fatal,NA,car,scooter,yes,Vadodara,Gujarat,NA,night,1,4,ANI,no,NA
271a68b901e062ccc502dc8cc0746f90,"Woman killed, four injured as law student rams car into two-wheelers in Vadodara",NA,Fatal,Rear end,car,scooter,yes,Vadodara,Gujarat,NA,night,1,4,NA,no,NA
b2a86bbb7930b96f02ebec2c3b3a58aa,"Three killed, three Injured in head-on collision of bikes in Shahjahanpur",NA,Fatal,Head On,motorcycle,motorcycle,Yes,Shahjahanpur,NA,NA,night,3,3,NA,No,NA
997b20a2ffeebd5ed65537a161ba3505,6 injured in road crash involving 3 vehicles in Thane,Highway,Non - fatal,Rear end,"truck, dumper",car,Yes,Thane city,Maharashtra,Sunday,night,0,6,NA,No,NA
21eeae61e7946748ad0f17a3f305453d,"Three dead, 20 injured in bus-lorry collision in Andhra Pradesh's Eluru",NA,Fatal,NA,bus,lorry,Yes,Eluru,Andhra Pradesh,Thursday,night,3,20,NA,No,NA
6e2df77191374d211b2fe8196ebac62d,3 killed as three lorries crash in Chitradurga,Midblock,Fatal,Rear end,lorry,lorry,Yes,Chitradurga,NA,Wednesday,morning,3,NA,HT,No,NA
e7233f471a3476d3c763e036f61b60db,"Car rams barricade at Singhu border, 1 dead",Midblock,Fatal,Single vehicle collision,car,cement jersey barricade,No,Singhu border,Delhi/Haryana,Sunday,NA,1,3,NA,No,NA
e5a44c07255f0c0196b1cd6b48d3b938,"MP: Six people from Karnataka, returning from Mahakumbh, killed in road accident",NA,Fatal,Head On,car,bus,Yes,Jabalpur district,Madhya Pradesh,NA,morning,6,2,NA,No,NA
7945cdd7e010e7885d04aabc246ccf87,Kharar man killed in truck-scooter collision in Mohali,NA,Fatal,Rear end,truck,scooter,No,"Balongi, Mohali",NA,NA,afternoon,1,0,Times of India,No,High
fb5ec0b3f52118c846dc6d1ca13b348d,18-month-old child killed by speeding car being driven by 15-year-old in Delhi,NA,Fatal,NA,car,pedestrian,yes,Delhi,Delhi,Saturday,morning,1,0,NA,yes,NA
afa61460db127793855fc974d3803eeb,4 Bengal residents killed in Dhanbad car crash en route to Maha Kumbh in Prayagraj,Highway,Fatal,Rear end,car,truck,Yes,Dhanbad district,Jharkhand,Saturday,night,4,4,NA,No,NA
e7f2ee1fc8c64b4531a3ee728a1c2773,Seven killed in 2 road mishaps in Tarn Taran,NA,Fatal,"Head On, Rear end","car, motorcycle","motorcycle, motorcycle",Yes,Tarn Taran district,NA,NA,"night, NA",7,NA,Times of India,No,NA
7dda2077fa073c34f335b16cab34af13,Maharashtra: 3 injured after SUV rams into victims in Thane housing complex,NA,Non - fatal,NA,SUV,pedestrian,No,Thane district,Maharashtra,NA,morning,0,3,NA,Yes,NA
3217eb070f7798b22be210cacb4f7dbc,"Rajasthan: 5 dead, 3 injured in road accident while returning from Maha Kumbh Mela",NA,Fatal,Rear end,car,truck,Yes,Dausa district,Rajasthan,NA,NA,5,3,NA,No,NA
3780802e00bcb45ae089fc777f79ef61,UP: 4 members of family killed in Etah district road accident,NA,Fatal,Single vehicle collision,car,NA,No,Etah district,Uttar Pradesh,Thursday,night,4,5,Hindustan Times,No,High
a87075084c604aa38233cc5b1c011b4a,"3 women labourers, toddler killed as dumper truck falls on them in Gujarat's Banaskantha",Midblock,Fatal,Single vehicle collision,truck,NA,No,"Khengarpura village, Banaskantha district, Gujarat",Gujarat,Saturday,evening,4,NA,Times of India,Yes,High
67ab9c49e648384cfadf81b198529063,"44-yr-old Bicyclist hit by car on Gurugram road, dies",NA,Fatal,NA,car,bicycle,No,"Gurugram, Sector 28",Haryana,Friday,night,1,0,Times of India,No,High
f95beed5f22a63d4a55d972bd3e18a3c,Indian-origin executive gets 25-year-jail term for drunk driving crash in New York that killed 2 teens,NA,Fatal,Head On,pickup truck,car,Yes,"Long Island, New York",New York,"May 3, 2023",NA,2,2,Hindustan Times/New York Post,No,High
f58ae82cdba66fd44f51fafa48ae8dfc,Biker crushed to death as truck topples over on Gurugram road,NA,Fatal,Single vehicle collision,truck,motorcycle,Yes,Sohna-Tauru Road,Haryana,Thursday,afternoon,1,0,HT,No,High
a93befc7461fcf85d7f3fea596253e31,Six killed in two separate truck accidents in Madhya Pradesh,Highway,Fatal,Head On,truck,truck,Yes,Madhya Pradesh,Madhya Pradesh,Thursday,"morning, night",6,1,NA,No,NA
b83473bc35286de841db39de1ba336af,"Chhattisgarh: 3 teens skip school for tractor joyride, killed in accident",NA,Fatal,Single vehicle collision,tractor,NA,No,Chhattisgarh's Dhamtari district,Chhattisgarh,Wednesday,NA,3,1,Times of India,No,High
2428f8c40132c01c684a561e88591382,"Tesla tragedy: Woman killed as car flips, goes up in flames in Manhattan",Highway,Fatal,Single vehicle collision,car,guardrail,No,"Manhattan, NYC",New York,Tuesday,night,1,1,New York Post,No,High
1e87eb0e189e5b46acbb0a595667617c,Navi Mumbai: 45-year-old man killed by 2 riders in road rage,NA,Fatal,NA,scooter,scooter,Yes,Navi Mumbai,NA,Sunday,night,1,0,Hindustan Times,No,High
04adcc23bc0cf9cc7387166ba03a9bf1,"Five pilgrims, travelling to Dwarka, killed as bus falls into gorge in Gujarat",NA,Fatal,Single vehicle collision,bus,NA,No,Dang district,Gujarat,Sunday,morning,5,17,Times of India,No,High
f6e65f8d2bd27264de4b15fc75db0690,Maha Kumbh: 10 injured after van carrying devotees overturns in UP's Barabanki,NA,Non - fatal,Single vehicle collision,van,NA,No,Safdarganj area,Uttar Pradesh,NA,evening,0,10,Hindustan Times,No,NA
5c19991b36561396ae2d6eb13864afb1,"1 dead, 11 missing as cruiser plunges into Bhakra canal in Haryana's Fatehabad",NA,Fatal,Single vehicle collision,Force Motors Cruiser,NA,No,"Sardarewala village, Ratia, Fatehabad district, Haryana",Haryana,Friday,night,1,NA,Hindustan Times,No,NA
14da1f8bd4c943de4fc50ef63af087a6,12 die as pick-up van collides with truck in Punjab’s Ferozepur,NA,Fatal,Head On,Canter truck,pick-up van,Yes,Ferozepur,Punjab,Friday,morning,12,14,HT,No,High
6f6aea60fa0d5b280fe87d5114265834,"Republic Day function turns tragic in Odisha as pick-up van overturns killing a student, 20 others injured in mishap",NA,Fatal,Single vehicle collision,van,NA,No,Cuttack district,Odisha,Sunday,NA,1,20,NA,No,NA
2f9c87f1c4ea1e08afd3248064664fb5,Man hit by car on MG Road dies; driver on the run,Midblock,Fatal,Hit and run,car,pedestrian,No,Gurugram,Haryana,Thursday,evening,1,0,Times of India,Yes,High
bab9ab9ff94daa916aee36672d110915,Man miraculously escapes unscathed after getting trapped between two buses. Video,NA,Non - fatal,Crossing (90degree),bus,bus,Yes,Pattukottai,Tamil Nadu,NA,NA,0,1,Times Now,Yes,NA
48d856df73d76812073333ce48ec11af,Angelina Jolie and Brad Pitt's son Pax met with another e-bike crash after six months,NA,Non - fatal,Rear end,e-bike,car,Yes,"Hollywood, Los Angeles",California,NA,morning,0,0,Times of India,No,High
5772b78ab2660eb981242c661ed0e3ca,"Bihar: Truck driver, one other killed after vehicle catches fire",NA,Fatal,Single vehicle collision,truck,NA,No,Bhojpur district,Bihar,NA,night,2,0,Hindustan Times,No,NA
3e6960726e50e28edaff8d7e1bec649e,"Jalgaon accident: 12 passengers jump out fearing fire, run over by another train",NA,Fatal,NA,train,pedestrian,Yes,Jalgaon district,Maharashtra,NA,evening,12,NA,ANI,Yes,NA
e723fc0fa2a5bae93fa65354b2c73306,Shocking CCTV video shows car plummeting from first floor of Pune apartment,NA,Non - fatal,Single vehicle collision,car,NA,No,"Viman Nagar, Pune",NA,Sunday,morning,0,0,NA,No,NA
a13d897d6af7a680b616b90bb1af58bf,"Gurugram: Retired army colonel runs over woman with his SUV in Ardee city, held",NA,Fatal,Hit and run,SUV,pedestrian,Yes,Gurugram,Haryana,Sunday,afternoon,1,NA,Times of India,Yes,High
1998b2f8a82b3f5df98ed74b4675985c,Himachal Pradesh: 2 brothers dead after cement-laden truck plunges into ravine in Shimla,NA,Fatal,Single vehicle collision,truck,NA,No,Shimla district,Himachal Pradesh,NA,night,2,0,PTI,No,High
0efeb914ce5e651d442db50c70db1b3d,"Speeding truck loses control in Shimla, crashes into multiple cars in shocking video",NA,Non - fatal,Rear end,truck,car,Yes,Shimla,Himachal Pradesh,NA,NA,0,0,NA,No,NA
5fb823af02fc8727fa7c9546e020815e,"Fire breaks out in Navi Mumbai bus, close shave for 22 passengers",NA,NA,NA,NA,bus,NA,Navi Mumbai,Maharashtra,Thursday,morning,0,0,NA,NA,NA
89b2095312cbad5bd75d660377e20848,Mother-son duo run over by garbage truck in Kalyan,NA,Fatal,NA,truck,pedestrian,No,Kalyan West,Maharashtra,NA,noon,2,0,Times of India,Yes,High
0c5e35fded8ce3885fd1eaff1ecbde90,Two children among 3 killed as truck collides with motorcycle on Shikrapur-Chakan Road,NA,Fatal,Head On,truck,motorcycle,Yes,Shikrapur-Chakan Road,NA,NA,NA,3,NA,NA,No,NA
ba216174c58cc42979a8f20cee26faea,"Odisha: 2 BJP leaders killed in car-truck collision, survivor suspects ‘deliberate attack’",Highway,Fatal,Rear end,truck,car,Yes,Sambalpur district,Odisha,Sunday,night,2,4,NA,No,NA
89dc0bc67d380bff1b4dd5fc9452a1e7,"Mumbai: Trailer collides with parked vehicles in Dharavi, none injured",NA,Non - fatal,Rear end,trailer,"car, taxi, tempo",Yes,"Dharavi, Mumbai",Maharashtra,Friday,morning,0,0,Hindustan Times,No,High
1b8500a3aaf8edaf3969d3dcadc62abf,"Caught on camera: Two women thrown off scooty, narrowly escape tragedy after hitting car",NA,Non - fatal,Rear end,car,scooty,Yes,NA,NA,NA,NA,0,0,Times of India,No,Low
d2e126562c2996bf46943f5c2b448006,"4 dead, one injured in collision with parked truck on Delhi-Haridwar highway",Highway,Fatal,Rear end,car,truck,Yes,Bahadarabad police station area,Haryana,NA,night,4,1,NA,No,NA
39a54d5981673447b983a440dc93f00d,45 injured in bus crash on Delhi-Mumbai expressway due to heavy fog conditions,Highway,Non - fatal,Rear end,bus,truck,Yes,Dausa district,Rajasthan,NA,NA,0,45,NA,No,NA
05337646edcabb02e9aa48b751c887a4,Road mishap claim three lives in Himachal’s Theog,NA,Fatal,Single vehicle collision,car,NA,No,"Theog, Shimla district",Himachal,New Year Eve,night,3,0,HT,No,High
